,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,mean_train_f1,std_train_f1
0,0.17106711864471436,0.021221475293678703,0.023975133895874023,0.0025518694046925377,gini,,,2,2,5,"{'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 5}",0.8158123370981755,0.8149435273675065,0.8192090395480226,0.8096479791395046,0.8149032207883022,0.003427307874411849,20,0.9430764774044033,0.953215527230591,0.9462708182476466,0.9496017378711079,0.9480411401884372,0.0037746411326900543,0.7922457937088515,0.7908163265306123,0.7947406866325786,0.785039941902687,0.7907106871936822,0.0035625117303410953,20,0.9208836372977138,0.9320764462809917,0.9224071702944943,0.9261159569009748,0.9253708026935437,0.004313892702680602,0.8855273916598528,0.886437908496732,0.8896156991005724,0.883892068683565,0.8863682669851805,0.002085023658491569,20,0.9768392370572208,0.9836467702371219,0.9814713896457765,0.9836512261580381,0.9814021557745394,0.0027803611377548087,0.8362934362934363,0.8359013867488444,0.8395061728395061,0.8315384615384616,0.8358098643550622,0.002835039532439653,20,0.9480364934549782,0.9571674844185122,0.951023102310231,0.9540169133192389,0.9525609983757402,0.003397634142725788
1,0.9526052474975586,0.11881484301405439,0.07756656408309937,0.026814019984617753,gini,,,2,2,25,"{'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 25}",0.8536055603822763,0.8423110338835795,0.8409387222946545,0.8426770969143851,0.8448831033687239,0.005077435482695517,16,0.973638470451912,0.9745075318655851,0.9706010137581462,0.9739319333816076,0.9731697373643128,0.0015156424849467446,0.7981157469717362,0.7883456128600134,0.7936943111720356,0.7891202149093351,0.7923189714782801,0.003921536296257982,8,0.9544033350703491,0.9551733124837112,0.9482803206620118,0.9541905257678293,0.9530118734959754,0.002756120335235642,0.9697465249386754,0.9616013071895425,0.946852003270646,0.9607522485690924,0.9597380209919891,0.008226786994291174,16,0.9980926430517711,0.9989097846824748,0.999182561307902,0.9989100817438692,0.9987737676965043,0.00040869461042565276,0.8755998523440384,0.8663967611336032,0.8635346756152126,0.8665191740412979,0.8680126157835379,0.0045403596020380625,16,0.9757591901971231,0.9765520916600053,0.9730662067135465,0.976038338658147,0.9753539568072054,0.0013511032746178937
2,1.4155083298683167,0.0375318602980285,0.06494474411010742,0.004637935710250574,gini,,,2,2,45,"{'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 45}",0.8549087749782798,0.8449174630755865,0.8522381573229031,0.847457627118644,0.8498805056238533,0.003916125183826766,10,0.9763904982618772,0.9784183082271147,0.977697320782042,0.9765387400434468,0.9772612168286201,0.0008380290404045799,0.797722705961152,0.786896095301125,0.7993220338983051,0.7879788639365918,0.7929799247742936,0.005584351172882083,4,0.9579524680073126,0.9614577871001573,0.9604504976427449,0.9582027168234065,0.9595158673934053,0.0014843490080145836,0.9738348323793949,0.9714052287581699,0.964022894521668,0.9754701553556827,0.9711832777537288,0.004379737771413246,13,0.9994550408719346,0.9994548923412374,0.999182561307902,0.9994550408719346,0.999386883848252,0.00011796568925728394,0.8770250368188512,0.8694698354661792,0.8739807264640475,0.8717573986116185,0.8730582493401741,0.002790846363297447,12,0.978263768502467,0.9800881999198182,0.9794337606837608,0.9783942384635903,0.9790449918924091,0.0007538591001791889
3,3.1153239607810974,0.9756400075951221,0.1622915267944336,0.03312277014926942,gini,,,2,2,65,"{'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 65}",0.8536055603822763,0.8479582971329279,0.8496305953933072,0.8478922207735767,0.849771668420522,0.0023205208498142476,12,0.9837775202780996,0.9810254924681344,0.977697320782042,0.9814627081824765,0.9809907604276882,0.002170064294051141,0.7953333333333333,0.7886393659180978,0.7952861952861953,0.7900332225913621,0.7923230292822471,0.0030271634292245338,7,0.9706349206349206,0.9660168598524763,0.960691823899371,0.9670358649789029,0.9660948673414177,0.0035600745802080508,0.9754701553556827,0.9754901960784313,0.9656582174979559,0.9721995094031071,0.9722045195837943,0.004009804955450157,10,0.9997275204359674,0.9994548923412374,0.9989100817438692,0.999182561307902,0.9993187639572438,0.00030462481392841965,0.876239441792141,0.8721694667640614,0.8722304283604135,0.8717008797653959,0.8730850541705029,0.0018326746591663535,11,0.98496644295302,0.9824514400535834,0.979428266096714,0.9828464218708121,0.9824231427435324,0.0019759572390733258
4,3.481884777545929,0.792865585029274,0.1384739875793457,0.018857979619676238,gini,,,2,2,85,"{'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 85}",0.8566463944396178,0.8457862728062554,0.8483268144285093,0.8513689700130378,0.850532112921855,0.0040457109423779085,8,0.9827636152954808,0.9837775202780996,0.9832005792903693,0.9846488052136133,0.9835976300193907,0.0007054359707376287,0.7982631930527722,0.7875579086697552,0.7940780619111709,0.7915287888815354,0.7928569881288086,0.003891093330147692,5,0.9688407710588857,0.970627150039693,0.9698572184029614,0.971927966101695,0.9703132764008088,0.001127164625368347,0.9771054783319706,0.9722222222222222,0.9648405560098119,0.9779231398201145,0.9730228490960298,0.005202682822317278,9,0.9997275204359674,0.9997274461706187,0.9994550408719346,1.0,0.9997275018696301,0.00019267215014592064,0.8786764705882352,0.870201096892139,0.8711701734957549,0.8749085588880762,0.8737390749660513,0.0033489592334563652,8,0.9840418398819901,0.9849624060150376,0.9844337090713903,0.9857641686811711,0.9848005309123973,0.0006451689005450966
5,0.19945615530014038,0.03201378794039166,0.02659916877746582,0.005448178659456186,gini,,,2,4,5,"{'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 5}",0.815377932232841,0.8249348392701998,0.8261625380269448,0.8292046936114733,0.8239200007853648,0.005170923124851925,19,0.9506083429895713,0.9485805330243338,0.9491672700941347,0.9481535119478639,0.9491274145139759,0.000927672246686818,0.796875,0.7981118373275236,0.8014652014652015,0.798132183908046,0.7986460556751928,0.001705408647950213,1,0.9317769130998703,0.9266220391349125,0.9271557271557271,0.9254881808838643,0.9277607150685936,0.002395665434897646,0.8757154538021259,0.8978758169934641,0.8945216680294358,0.9084219133278822,0.8941337130382271,0.011806129677973776,19,0.9787465940054496,0.9809212319433088,0.9814713896457765,0.9814713896457765,0.9806526513100778,0.001123149025036155,0.8344370860927153,0.8450595924644367,0.8454404945904174,0.8497131931166347,0.8436625915660511,0.005630991942735653,19,0.9546843853820599,0.9529988084204952,0.9535407015221707,0.9526580269769901,0.9534704805754289,0.0007682856454924711
6,0.7868508100509644,0.017751789292013535,0.05567467212677002,0.011895665639159277,gini,,,2,4,25,"{'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 25}",0.8566463944396178,0.8397046046915726,0.8444154715341156,0.8452846588439809,0.8465127823773217,0.006223913098204777,15,0.9737833140208575,0.973638470451912,0.9727733526430123,0.9761042722664736,0.9740748523455639,0.001233680514052018,0.8006734006734006,0.7874915938130465,0.7952218430034129,0.7888074616922052,0.7930485747955163,0.005285076687383966,3,0.9532346063912704,0.9543914516549388,0.9529136316337149,0.9572136707539786,0.9544383401084756,0.0016939871246475441,0.9721995094031071,0.9566993464052288,0.9525756336876533,0.9681112019623875,0.9623964228645943,0.00802595455475426,15,0.9997275204359674,0.9980921231943308,0.9980926430517711,0.9997275204359674,0.9989099517795091,0.0008175686771178982,0.878138847858198,0.8638878642567318,0.8668154761904762,0.8693098384728339,0.8695380066945599,0.0053235986741336176,15,0.9759276499534513,0.9757527311484147,0.9749800372637744,0.9780087964814075,0.976167303711762,0.0011213832499781947
7,1.6179757118225098,0.17006916211205597,0.08347469568252563,0.007835211949218417,gini,,,2,4,45,"{'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 45}",0.8505647263249348,0.8475238922675934,0.8470230334637114,0.843980877879183,0.8472731324838556,0.0023344678400888446,14,0.9807358053302433,0.979287369640788,0.979145546705286,0.9803041274438813,0.9798682122800497,0.0006712606489538233,0.7947686116700201,0.7888815354070152,0.7940580688723835,0.788,0.7914270539873547,0.0030129973011488232,16,0.9655172413793104,0.9632159747766684,0.9632159747766684,0.9647553918990005,0.9641761457079119,0.000997236203733139,0.9689288634505315,0.9738562091503268,0.9615699100572364,0.9664758789860998,0.9677077154110487,0.004429595165909435,14,0.9994550408719346,0.9991823385118561,0.9989100817438692,0.9994550408719346,0.9992506254998985,0.00022594493308976865,0.873249815770081,0.8716636197440585,0.8698224852071006,0.8681601175174442,0.8707240095596711,0.0019136909934483917,14,0.9821930646672915,0.9808695652173913,0.9807383627608347,0.9817987152034261,0.981399926962236,0.0006138098755849866
8,2.440348982810974,0.36236119058219496,0.10140746831893921,0.02353880942070255,gini,,,2,4,65,"{'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 65}",0.8531711555169418,0.8466550825369245,0.8513689700130378,0.848761408083442,0.8499891540375866,0.002482560091930043,9,0.9807358053302433,0.9826187717265353,0.9818971759594497,0.9829109341057205,0.9820406717804873,0.0008388717968153253,0.7951967978652434,0.7882197220383852,0.7966329966329966,0.7906976744186046,0.7926867977388076,0.00338319239932811,6,0.9652722967640095,0.9690721649484536,0.9680485872722472,0.9693446088794926,0.9679344144660508,0.0016111355105256255,0.9746524938675388,0.9730392156862745,0.9672935404742437,0.9730171708912511,0.972000605229827,0.0027973688255353737,11,0.9997275204359674,0.9991823385118561,0.9989100817438692,0.9994550408719346,0.9993187453909067,0.00030466633743953463,0.87582659808964,0.8709323583180988,0.8737075332348597,0.8724340175953078,0.8732251268094766,0.0017946455029172008,10,0.9821978316155803,0.9838969404186796,0.9832372267667964,0.9841695733834184,0.9833753930461187,0.0007596833079336526
9,2.6399187445640564,0.04017230340330423,0.11897885799407959,0.004895383580126089,gini,,,2,4,85,"{'criterion': 'gini', 'max_depth': None, 'max_leaf_nodes': None, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 85}",0.8531711555169418,0.8475238922675934,0.848761408083442,0.8461538461538461,0.8489025755054559,0.002631396210866908,13,0.9827636152954808,0.9821842410196987,0.9810282404055033,0.9842143374366401,0.9825476085393308,0.0011472967811602224,0.7948034643570953,0.7873601053324556,0.7958079783637593,0.7887043189368771,0.7916689667475467,0.0036848309241801465,11,0.9688407710588857,0.9680570221752904,0.9662714097496706,0.971405877680699,0.9686437701661365,0.0018466465839544425,0.9754701553556827,0.9771241830065359,0.9623875715453802,0.9705641864268193,0.9713865240836046,0.005728310402927933,12,0.9997275204359674,0.9994548923412374,0.999182561307902,0.9997275204359674,0.9995231236302684,0.0002259393240332078,0.8759177679882526,0.8720379146919431,0.8712065136935603,0.870234604105572,0.8723492001198319,0.0021568972982880987,13,0.9840418398819901,0.9835054311385276,0.9824514400535833,0.9853632335168524,0.9838404861477383,0.0010489296672472202
