,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_base_estimator,param_learning_rate,param_n_estimators,param_random_state,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,mean_train_f1,std_train_f1
0,23.1196391582489,0.32762146029705685,1.7684399485588074,0.13770272338782333,SAMME,"SVC(C=10000, kernel='linear', random_state=42)",0.001,4,42,"{'algorithm': 'SAMME', 'base_estimator': SVC(C=10000, kernel='linear', random_state=42), 'learning_rate': 0.001, 'n_estimators': 4, 'random_state': 42}",0.8092962641181581,0.817984361424848,0.817470664928292,0.8083441981747066,0.8132738721615012,0.004470034395562293,49,0.8156141367323291,0.8130069524913094,0.8121650977552498,0.8150615496017378,0.8139619341451566,0.0014212264521083348,0.7430340557275542,0.7490706319702602,0.7482993197278912,0.7398773006134969,0.7450703270098007,0.003792847137631861,53,0.7467051070840197,0.7443006777572396,0.7437846722827204,0.7469556243550052,0.7454365203697463,0.0014085213623386752,0.9803921568627451,0.9885527391659853,0.9893704006541292,0.9860997547015535,0.9861037628461032,0.003510372720898854,23,0.988280185336604,0.987465940054496,0.9863760217983651,0.9861035422343324,0.9870564223559494,0.0008712384896194205,0.8453680873547024,0.8523087768769828,0.852112676056338,0.8454258675078864,0.8488038519489775,0.0034076411546673743,44,0.850674486803519,0.8488113362220401,0.8480730935925969,0.850029359953024,0.849397069142795,0.0010158225559378099
1,41.7973467707634,1.3822015379026884,3.4115377068519592,0.29673667410659244,SAMME,"SVC(C=10000, kernel='linear', random_state=42)",0.001,8,42,"{'algorithm': 'SAMME', 'base_estimator': SVC(C=10000, kernel='linear', random_state=42), 'learning_rate': 0.001, 'n_estimators': 8, 'random_state': 42}",0.8092962641181581,0.817984361424848,0.817470664928292,0.8083441981747066,0.8132738721615012,0.004470034395562293,49,0.8156141367323291,0.8130069524913094,0.8123099203475742,0.8150615496017378,0.8139981397932377,0.0013761198796059914,0.7430340557275542,0.7490706319702602,0.7482993197278912,0.7398773006134969,0.7450703270098007,0.003792847137631861,53,0.7467051070840197,0.7443006777572396,0.7439375256884505,0.7469556243550052,0.7454747337211788,0.0013645760901914447,0.9803921568627451,0.9885527391659853,0.9893704006541292,0.9860997547015535,0.9861037628461032,0.003510372720898854,23,0.988280185336604,0.987465940054496,0.9863760217983651,0.9861035422343324,0.9870564223559494,0.0008712384896194205,0.8453680873547024,0.8523087768769828,0.852112676056338,0.8454258675078864,0.8488038519489775,0.0034076411546673743,44,0.850674486803519,0.8488113362220401,0.8481724461105905,0.850029359953024,0.8494219072722934,0.0009838577696221454
2,86.37569659948349,1.529860405572643,7.097557723522186,0.12502127608143013,SAMME,"SVC(C=10000, kernel='linear', random_state=42)",0.001,16,42,"{'algorithm': 'SAMME', 'base_estimator': SVC(C=10000, kernel='linear', random_state=42), 'learning_rate': 0.001, 'n_estimators': 16, 'random_state': 42}",0.8092962641181581,0.817984361424848,0.817470664928292,0.807909604519774,0.813165223747768,0.004592148021210089,55,0.8156141367323291,0.8130069524913094,0.8123099203475742,0.8149167270094134,0.8139619341451565,0.0013493093000941736,0.7430340557275542,0.7490706319702602,0.7482993197278912,0.7394236664622931,0.7449569184719997,0.003949954551575722,57,0.7468067573135558,0.7443006777572396,0.7439375256884505,0.7468014857614528,0.7454616116301747,0.0013486368128851846,0.9803921568627451,0.9885527391659853,0.9893704006541292,0.9860997547015535,0.9861037628461032,0.003510372720898854,23,0.9880076315072227,0.987465940054496,0.9863760217983651,0.9861035422343324,0.986988283898604,0.0007785977206403106,0.8453680873547024,0.8523087768769828,0.852112676056338,0.8451296426068675,0.8487297957237228,0.003482641636148124,49,0.8506394462043881,0.8488113362220401,0.8481724461105905,0.8499295443870362,0.8493881932310138,0.0009577969705428847
3,168.99207615852356,1.4321797422924112,15.52039897441864,0.7311550376193631,SAMME,"SVC(C=10000, kernel='linear', random_state=42)",0.001,32,42,"{'algorithm': 'SAMME', 'base_estimator': SVC(C=10000, kernel='linear', random_state=42), 'learning_rate': 0.001, 'n_estimators': 32, 'random_state': 42}",0.8092962641181581,0.817984361424848,0.817470664928292,0.8087787918296393,0.8133825205752344,0.00435263350319738,47,0.8156141367323291,0.8130069524913094,0.8123099203475742,0.814771904417089,0.8139257284970755,0.001324926543364682,0.7430340557275542,0.7490706319702602,0.7482993197278912,0.7403314917127072,0.7451838747846032,0.003639375704340979,50,0.7468067573135558,0.7443006777572396,0.7439375256884505,0.7466474107695482,0.7454230928821985,0.001311507448298009,0.9803921568627451,0.9885527391659853,0.9893704006541292,0.9860997547015535,0.9861037628461032,0.003510372720898854,23,0.9880076315072227,0.987465940054496,0.9863760217983651,0.9861035422343324,0.986988283898604,0.0007785977206403106,0.8453680873547024,0.8523087768769828,0.852112676056338,0.8457223001402523,0.8488779601070688,0.003335839007849166,43,0.8506394462043881,0.8488113362220401,0.8481724461105905,0.8498297522601855,0.8493632451993011,0.000944579778538516
4,305.59920823574066,20.001167832763997,23.600654780864716,0.07844391031837292,SAMME,"SVC(C=10000, kernel='linear', random_state=42)",0.001,64,42,"{'algorithm': 'SAMME', 'base_estimator': SVC(C=10000, kernel='linear', random_state=42), 'learning_rate': 0.001, 'n_estimators': 64, 'random_state': 42}",0.8092962641181581,0.817984361424848,0.817470664928292,0.8083441981747066,0.8132738721615012,0.004470034395562293,49,0.8154692931633836,0.8127172653534183,0.8123099203475742,0.8146270818247646,0.8137808901722852,0.0013097514032819146,0.7430340557275542,0.7490706319702602,0.7482993197278912,0.7401719901719902,0.745143999399424,0.0036928047530887923,51,0.7466529351184346,0.7441956030408876,0.7439375256884505,0.746493399339934,0.7453198657969267,0.001257883710108689,0.9803921568627451,0.9885527391659853,0.9893704006541292,0.9852820932134096,0.9858993474740673,0.0035284149735147724,28,0.9880076315072227,0.9869209809264305,0.9863760217983651,0.9861035422343324,0.9868520441165878,0.0007292096434379577,0.8453680873547024,0.8523087768769828,0.852112676056338,0.8453174324798316,0.8487767431919637,0.0034347298018799774,47,0.85053965274519,0.84854164226309,0.8481724461105905,0.8497299835642169,0.8492459311707719,0.0009429230180177649
5,513.5611097216606,12.559547406196232,48.01499700546265,0.4847380082436463,SAMME,"SVC(C=10000, kernel='linear', random_state=42)",0.001,128,42,"{'algorithm': 'SAMME', 'base_estimator': SVC(C=10000, kernel='linear', random_state=42), 'learning_rate': 0.001, 'n_estimators': 128, 'random_state': 42}",0.8101650738488271,0.817984361424848,0.817470664928292,0.8083441981747066,0.8134910745941684,0.004288921298107242,43,0.8156141367323291,0.8127172653534183,0.8120202751629254,0.8152063721940622,0.8138895123606837,0.0015473089374430826,0.7439553626782393,0.7490706319702602,0.7482993197278912,0.7401719901719902,0.7453743261370952,0.0035810620320611973,49,0.7469084913437758,0.7441956030408876,0.7438322368421053,0.7470078415187784,0.7454860431863868,0.0014781356600825682,0.9803921568627451,0.9885527391659853,0.9893704006541292,0.9852820932134096,0.9858993474740673,0.0035284149735147724,28,0.9877350776778414,0.9869209809264305,0.9858310626702997,0.9863760217983651,0.9867157857682343,0.0007034265358191051,0.8459640465280226,0.8523087768769828,0.852112676056338,0.8453174324798316,0.8489257329852937,0.003293668597478859,40,0.8506043891562024,0.84854164226309,0.8479025076165926,0.8501643964302491,0.8493032338665335,0.0011154216519648214
6,1017.2135465741158,8.908977604646237,78.71419793367386,20.521582973549933,SAMME,"SVC(C=10000, kernel='linear', random_state=42)",0.001,256,42,"{'algorithm': 'SAMME', 'base_estimator': SVC(C=10000, kernel='linear', random_state=42), 'learning_rate': 0.001, 'n_estimators': 256, 'random_state': 42}",0.8101650738488271,0.8175499565595135,0.8183398522381573,0.8087787918296393,0.8137084186190343,0.004273877149607819,38,0.8154692931633836,0.8125724217844728,0.811875452570601,0.8149167270094134,0.8137084736319676,0.001517476660276456,0.7442582247051521,0.7489150650960942,0.7492260061919505,0.7406269207129687,0.7457565541765414,0.003555679231581468,45,0.7471620227038184,0.7441430332922319,0.7437795599424224,0.7470053696819496,0.7455224964051055,0.0015674585825532145,0.9795751633986928,0.9877350776778414,0.9893704006541292,0.9852820932134096,0.9854906837360182,0.0037123576874474977,35,0.9866448623603161,0.9866485013623978,0.985558583106267,0.985558583106267,0.9861026324838119,0.0005440508988128829,0.8458553791887125,0.8519040902679831,0.8527131782945735,0.8456140350877193,0.8490216707097471,0.003300490618348318,38,0.8503641061780597,0.848406747891284,0.8477674909176139,0.8498590225563909,0.8490993418858371,0.001052408770267326
7,15.037913024425507,0.38102334842656527,1.4320045709609985,0.040038213685773254,SAMME,"SVC(C=10000, kernel='linear', random_state=42)",0.01,4,42,"{'algorithm': 'SAMME', 'base_estimator': SVC(C=10000, kernel='linear', random_state=42), 'learning_rate': 0.01, 'n_estimators': 4, 'random_state': 42}",0.8092962641181581,0.817984361424848,0.817470664928292,0.8083441981747066,0.8132738721615012,0.004470034395562293,49,0.8156141367323291,0.8130069524913094,0.8123099203475742,0.8149167270094134,0.8139619341451565,0.0013493093000941736,0.7430340557275542,0.7490706319702602,0.7482993197278912,0.7398773006134969,0.7450703270098007,0.003792847137631861,53,0.7468067573135558,0.7443006777572396,0.7439375256884505,0.7468014857614528,0.7454616116301747,0.0013486368128851846,0.9803921568627451,0.9885527391659853,0.9893704006541292,0.9860997547015535,0.9861037628461032,0.003510372720898854,23,0.9880076315072227,0.987465940054496,0.9863760217983651,0.9861035422343324,0.986988283898604,0.0007785977206403106,0.8453680873547024,0.8523087768769828,0.852112676056338,0.8454258675078864,0.8488038519489775,0.0034076411546673743,44,0.8506394462043881,0.8488113362220401,0.8481724461105905,0.8499295443870362,0.8493881932310138,0.0009577969705428847
8,30.94990998506546,0.1993282903706152,2.9441457986831665,0.06518411316366879,SAMME,"SVC(C=10000, kernel='linear', random_state=42)",0.01,8,42,"{'algorithm': 'SAMME', 'base_estimator': SVC(C=10000, kernel='linear', random_state=42), 'learning_rate': 0.01, 'n_estimators': 8, 'random_state': 42}",0.8092962641181581,0.817984361424848,0.817470664928292,0.8083441981747066,0.8132738721615012,0.004470034395562293,49,0.8154692931633836,0.8127172653534183,0.8123099203475742,0.8146270818247646,0.8137808901722852,0.0013097514032819146,0.7430340557275542,0.7490706319702602,0.7482993197278912,0.7401719901719902,0.745143999399424,0.0036928047530887923,51,0.7466529351184346,0.7441956030408876,0.7439375256884505,0.746493399339934,0.7453198657969267,0.001257883710108689,0.9803921568627451,0.9885527391659853,0.9893704006541292,0.9852820932134096,0.9858993474740673,0.0035284149735147724,28,0.9880076315072227,0.9869209809264305,0.9863760217983651,0.9861035422343324,0.9868520441165878,0.0007292096434379577,0.8453680873547024,0.8523087768769828,0.852112676056338,0.8453174324798316,0.8487767431919637,0.0034347298018799774,47,0.85053965274519,0.84854164226309,0.8481724461105905,0.8497299835642169,0.8492459311707719,0.0009429230180177649
9,63.12699919939041,0.9106841989797059,5.940063536167145,0.11247020384146256,SAMME,"SVC(C=10000, kernel='linear', random_state=42)",0.01,16,42,"{'algorithm': 'SAMME', 'base_estimator': SVC(C=10000, kernel='linear', random_state=42), 'learning_rate': 0.01, 'n_estimators': 16, 'random_state': 42}",0.8101650738488271,0.817984361424848,0.817470664928292,0.8083441981747066,0.8134910745941684,0.004288921298107242,43,0.8154692931633836,0.8127172653534183,0.8120202751629254,0.8149167270094134,0.8137808901722852,0.001446711179487812,0.7442582247051521,0.7490706319702602,0.7482993197278912,0.7401719901719902,0.7454500416438234,0.0035533545723323745,48,0.7468563182848897,0.7441956030408876,0.7438322368421053,0.7469033856317093,0.7454468859498979,0.0014388095330614477,0.9795751633986928,0.9885527391659853,0.9893704006541292,0.9852820932134096,0.9856950991080542,0.003850264117921064,33,0.9874625238484601,0.9869209809264305,0.9858310626702997,0.9858310626702997,0.9865114075288726,0.000706772748934534,0.8458553791887125,0.8523087768769828,0.852112676056338,0.8453174324798316,0.8488985661504662,0.0033183408857971877,42,0.8504694835680752,0.84854164226309,0.8479025076165926,0.849894291754757,0.8492019813006286,0.0010259794421523625
