,metric,method,truncation_mode,level,k,silhouette,DBscore
414,cosine,single,,3,10,0.019873872652081813,0.6812675730004802
415,cosine,single,,4,6,0.09309236435954871,0.6755306749425666
416,cosine,single,,4,7,0.06862654900110855,0.683481577710061
417,cosine,single,,4,8,0.056418810009027695,0.6957393167387418
418,cosine,single,,4,9,0.03227235073819052,0.6830796456520841
419,cosine,single,,4,10,0.019873872652081813,0.6812675730004802
420,cosine,single,lastp,2,6,0.09309236435954871,0.6755306749425666
421,cosine,single,lastp,2,7,0.06862654900110855,0.683481577710061
422,cosine,single,lastp,2,8,0.056418810009027695,0.6957393167387418
423,cosine,single,lastp,2,9,0.03227235073819052,0.6830796456520841
424,cosine,single,lastp,2,10,0.019873872652081813,0.6812675730004802
425,cosine,single,lastp,3,6,0.09309236435954871,0.6755306749425666
426,cosine,single,lastp,3,7,0.06862654900110855,0.683481577710061
427,cosine,single,lastp,3,8,0.056418810009027695,0.6957393167387418
428,cosine,single,lastp,3,9,0.03227235073819052,0.6830796456520841
429,cosine,single,lastp,3,10,0.019873872652081813,0.6812675730004802
430,cosine,single,lastp,4,6,0.09309236435954871,0.6755306749425666
431,cosine,single,lastp,4,7,0.06862654900110855,0.683481577710061
432,cosine,single,lastp,4,8,0.056418810009027695,0.6957393167387418
433,cosine,single,lastp,4,9,0.03227235073819052,0.6830796456520841
434,cosine,single,lastp,4,10,0.019873872652081813,0.6812675730004802
435,cosine,single,level,2,6,0.09309236435954871,0.6755306749425666
436,cosine,single,level,2,7,0.06862654900110855,0.683481577710061
437,cosine,single,level,2,8,0.056418810009027695,0.6957393167387418
438,cosine,single,level,2,9,0.03227235073819052,0.6830796456520841
439,cosine,single,level,2,10,0.019873872652081813,0.6812675730004802
440,cosine,single,level,3,6,0.09309236435954871,0.6755306749425666
441,cosine,single,level,3,7,0.06862654900110855,0.683481577710061
442,cosine,single,level,3,8,0.056418810009027695,0.6957393167387418
443,cosine,single,level,3,9,0.03227235073819052,0.6830796456520841
444,cosine,single,level,3,10,0.019873872652081813,0.6812675730004802
445,cosine,single,level,4,6,0.09309236435954871,0.6755306749425666
446,cosine,single,level,4,7,0.06862654900110855,0.683481577710061
447,cosine,single,level,4,8,0.056418810009027695,0.6957393167387418
448,cosine,single,level,4,9,0.03227235073819052,0.6830796456520841
449,cosine,single,level,4,10,0.019873872652081813,0.6812675730004802
450,cosine,average,,2,6,0.13538152546594817,1.2947129094845158
451,cosine,average,,2,7,0.2929780717668745,1.1926252708309388
452,cosine,average,,2,8,0.27814434642037666,1.2254967952792528
453,cosine,average,,2,9,0.27689388462562764,1.2544364713805312
454,cosine,average,,2,10,0.27469023180858443,1.3003453353749375
455,cosine,average,,3,6,0.13538152546594817,1.2947129094845158
456,cosine,average,,3,7,0.2929780717668745,1.1926252708309388
457,cosine,average,,3,8,0.27814434642037666,1.2254967952792528
458,cosine,average,,3,9,0.27689388462562764,1.2544364713805312
459,cosine,average,,3,10,0.27469023180858443,1.3003453353749375
460,cosine,average,,4,6,0.13538152546594817,1.2947129094845158
461,cosine,average,,4,7,0.2929780717668745,1.1926252708309388
462,cosine,average,,4,8,0.27814434642037666,1.2254967952792528
463,cosine,average,,4,9,0.27689388462562764,1.2544364713805312
464,cosine,average,,4,10,0.27469023180858443,1.3003453353749375
465,cosine,average,lastp,2,6,0.13538152546594817,1.2947129094845158
466,cosine,average,lastp,2,7,0.2929780717668745,1.1926252708309388
467,cosine,average,lastp,2,8,0.27814434642037666,1.2254967952792528
468,cosine,average,lastp,2,9,0.27689388462562764,1.2544364713805312
469,cosine,average,lastp,2,10,0.27469023180858443,1.3003453353749375
470,cosine,average,lastp,3,6,0.13538152546594817,1.2947129094845158
471,cosine,average,lastp,3,7,0.2929780717668745,1.1926252708309388
472,cosine,average,lastp,3,8,0.27814434642037666,1.2254967952792528
473,cosine,average,lastp,3,9,0.27689388462562764,1.2544364713805312
474,cosine,average,lastp,3,10,0.27469023180858443,1.3003453353749375
475,cosine,average,lastp,4,6,0.13538152546594817,1.2947129094845158
476,cosine,average,lastp,4,7,0.2929780717668745,1.1926252708309388
477,cosine,average,lastp,4,8,0.27814434642037666,1.2254967952792528
478,cosine,average,lastp,4,9,0.27689388462562764,1.2544364713805312
479,cosine,average,lastp,4,10,0.27469023180858443,1.3003453353749375
480,cosine,average,level,2,6,0.13538152546594817,1.2947129094845158
481,cosine,average,level,2,7,0.2929780717668745,1.1926252708309388
482,cosine,average,level,2,8,0.27814434642037666,1.2254967952792528
483,cosine,average,level,2,9,0.27689388462562764,1.2544364713805312
484,cosine,average,level,2,10,0.27469023180858443,1.3003453353749375
485,cosine,average,level,3,6,0.13538152546594817,1.2947129094845158
486,cosine,average,level,3,7,0.2929780717668745,1.1926252708309388
487,cosine,average,level,3,8,0.27814434642037666,1.2254967952792528
488,cosine,average,level,3,9,0.27689388462562764,1.2544364713805312
489,cosine,average,level,3,10,0.27469023180858443,1.3003453353749375
490,cosine,average,level,4,6,0.13538152546594817,1.2947129094845158
491,cosine,average,level,4,7,0.2929780717668745,1.1926252708309388
492,cosine,average,level,4,8,0.27814434642037666,1.2254967952792528
493,cosine,average,level,4,9,0.27689388462562764,1.2544364713805312
494,cosine,average,level,4,10,0.27469023180858443,1.3003453353749375
495,cosine,weighted,,2,6,0.265540643235587,1.2696015968548793
496,cosine,weighted,,2,7,0.2649762146342779,1.1615041738125664
497,cosine,weighted,,2,8,0.25355893383614875,1.2266381558127337
498,cosine,weighted,,2,9,0.1149291722475328,1.3378392362416112
499,cosine,weighted,,2,10,0.19392949716207503,1.2199195897522332
500,cosine,weighted,,3,6,0.265540643235587,1.2696015968548793
501,cosine,weighted,,3,7,0.2649762146342779,1.1615041738125664
502,cosine,weighted,,3,8,0.25355893383614875,1.2266381558127337
503,cosine,weighted,,3,9,0.1149291722475328,1.3378392362416112
504,cosine,weighted,,3,10,0.19392949716207503,1.2199195897522332
505,cosine,weighted,,4,6,0.265540643235587,1.2696015968548793
506,cosine,weighted,,4,7,0.2649762146342779,1.1615041738125664
507,cosine,weighted,,4,8,0.25355893383614875,1.2266381558127337
508,cosine,weighted,,4,9,0.1149291722475328,1.3378392362416112
509,cosine,weighted,,4,10,0.19392949716207503,1.2199195897522332
510,cosine,weighted,lastp,2,6,0.265540643235587,1.2696015968548793
511,cosine,weighted,lastp,2,7,0.2649762146342779,1.1615041738125664
512,cosine,weighted,lastp,2,8,0.25355893383614875,1.2266381558127337
513,cosine,weighted,lastp,2,9,0.1149291722475328,1.3378392362416112
514,cosine,weighted,lastp,2,10,0.19392949716207503,1.2199195897522332
515,cosine,weighted,lastp,3,6,0.265540643235587,1.2696015968548793
516,cosine,weighted,lastp,3,7,0.2649762146342779,1.1615041738125664
517,cosine,weighted,lastp,3,8,0.25355893383614875,1.2266381558127337
518,cosine,weighted,lastp,3,9,0.1149291722475328,1.3378392362416112
519,cosine,weighted,lastp,3,10,0.19392949716207503,1.2199195897522332
520,cosine,weighted,lastp,4,6,0.265540643235587,1.2696015968548793
521,cosine,weighted,lastp,4,7,0.2649762146342779,1.1615041738125664
522,cosine,weighted,lastp,4,8,0.25355893383614875,1.2266381558127337
523,cosine,weighted,lastp,4,9,0.1149291722475328,1.3378392362416112
524,cosine,weighted,lastp,4,10,0.19392949716207503,1.2199195897522332
525,cosine,weighted,level,2,6,0.265540643235587,1.2696015968548793
526,cosine,weighted,level,2,7,0.2649762146342779,1.1615041738125664
527,cosine,weighted,level,2,8,0.25355893383614875,1.2266381558127337
528,cosine,weighted,level,2,9,0.1149291722475328,1.3378392362416112
529,cosine,weighted,level,2,10,0.19392949716207503,1.2199195897522332
530,cosine,weighted,level,3,6,0.265540643235587,1.2696015968548793
531,cosine,weighted,level,3,7,0.2649762146342779,1.1615041738125664
532,cosine,weighted,level,3,8,0.25355893383614875,1.2266381558127337
533,cosine,weighted,level,3,9,0.1149291722475328,1.3378392362416112
534,cosine,weighted,level,3,10,0.19392949716207503,1.2199195897522332
535,cosine,weighted,level,4,6,0.265540643235587,1.2696015968548793
536,cosine,weighted,level,4,7,0.2649762146342779,1.1615041738125664
537,cosine,weighted,level,4,8,0.25355893383614875,1.2266381558127337
538,cosine,weighted,level,4,9,0.1149291722475328,1.3378392362416112
539,cosine,weighted,level,4,10,0.19392949716207503,1.2199195897522332
540,dice,complete,,2,6,0.20704169216369084,1.2336314806298911
541,dice,complete,,2,7,0.20704169216369084,1.2336314806298911
542,dice,complete,,2,8,0.17765199621281802,1.5500588474515427
543,dice,complete,,2,9,0.169680414662902,1.5818583501100585
544,dice,complete,,2,10,0.169680414662902,1.5818583501100585
545,dice,complete,,3,6,0.20704169216369084,1.2336314806298911
546,dice,complete,,3,7,0.20704169216369084,1.2336314806298911
547,dice,complete,,3,8,0.17765199621281802,1.5500588474515427
548,dice,complete,,3,9,0.169680414662902,1.5818583501100585
549,dice,complete,,3,10,0.169680414662902,1.5818583501100585
550,dice,complete,,4,6,0.20704169216369084,1.2336314806298911
551,dice,complete,,4,7,0.20704169216369084,1.2336314806298911
552,dice,complete,,4,8,0.17765199621281802,1.5500588474515427
553,dice,complete,,4,9,0.169680414662902,1.5818583501100585
554,dice,complete,,4,10,0.169680414662902,1.5818583501100585
555,dice,complete,lastp,2,6,0.20704169216369084,1.2336314806298911
556,dice,complete,lastp,2,7,0.20704169216369084,1.2336314806298911
557,dice,complete,lastp,2,8,0.17765199621281802,1.5500588474515427
558,dice,complete,lastp,2,9,0.169680414662902,1.5818583501100585
559,dice,complete,lastp,2,10,0.169680414662902,1.5818583501100585
560,dice,complete,lastp,3,6,0.20704169216369084,1.2336314806298911
561,dice,complete,lastp,3,7,0.20704169216369084,1.2336314806298911
562,dice,complete,lastp,3,8,0.17765199621281802,1.5500588474515427
563,dice,complete,lastp,3,9,0.169680414662902,1.5818583501100585
564,dice,complete,lastp,3,10,0.169680414662902,1.5818583501100585
565,dice,complete,lastp,4,6,0.20704169216369084,1.2336314806298911
566,dice,complete,lastp,4,7,0.20704169216369084,1.2336314806298911
567,dice,complete,lastp,4,8,0.17765199621281802,1.5500588474515427
568,dice,complete,lastp,4,9,0.169680414662902,1.5818583501100585
569,dice,complete,lastp,4,10,0.169680414662902,1.5818583501100585
570,dice,complete,level,2,6,0.20704169216369084,1.2336314806298911
571,dice,complete,level,2,7,0.20704169216369084,1.2336314806298911
572,dice,complete,level,2,8,0.17765199621281802,1.5500588474515427
573,dice,complete,level,2,9,0.169680414662902,1.5818583501100585
574,dice,complete,level,2,10,0.169680414662902,1.5818583501100585
575,dice,complete,level,3,6,0.20704169216369084,1.2336314806298911
576,dice,complete,level,3,7,0.20704169216369084,1.2336314806298911
577,dice,complete,level,3,8,0.17765199621281802,1.5500588474515427
578,dice,complete,level,3,9,0.169680414662902,1.5818583501100585
579,dice,complete,level,3,10,0.169680414662902,1.5818583501100585
580,dice,complete,level,4,6,0.20704169216369084,1.2336314806298911
581,dice,complete,level,4,7,0.20704169216369084,1.2336314806298911
582,dice,complete,level,4,8,0.17765199621281802,1.5500588474515427
583,dice,complete,level,4,9,0.169680414662902,1.5818583501100585
584,dice,complete,level,4,10,0.169680414662902,1.5818583501100585
585,dice,single,,2,6,0.10505792041200068,0.7445781068578461
586,dice,single,,2,7,0.07517667885744429,0.7044517430848244
587,dice,single,,2,8,0.07517667885744429,0.7044517430848244
588,dice,single,,2,9,0.07517667885744429,0.7044517430848244
589,dice,single,,2,10,-0.19293306506969046,0.8026774114938439
590,dice,single,,3,6,0.10505792041200068,0.7445781068578461
591,dice,single,,3,7,0.07517667885744429,0.7044517430848244
592,dice,single,,3,8,0.07517667885744429,0.7044517430848244
593,dice,single,,3,9,0.07517667885744429,0.7044517430848244
594,dice,single,,3,10,-0.19293306506969046,0.8026774114938439
595,dice,single,,4,6,0.10505792041200068,0.7445781068578461
596,dice,single,,4,7,0.07517667885744429,0.7044517430848244
597,dice,single,,4,8,0.07517667885744429,0.7044517430848244
598,dice,single,,4,9,0.07517667885744429,0.7044517430848244
599,dice,single,,4,10,-0.19293306506969046,0.8026774114938439
600,dice,single,lastp,2,6,0.10505792041200068,0.7445781068578461
601,dice,single,lastp,2,7,0.07517667885744429,0.7044517430848244
602,dice,single,lastp,2,8,0.07517667885744429,0.7044517430848244
603,dice,single,lastp,2,9,0.07517667885744429,0.7044517430848244
604,dice,single,lastp,2,10,-0.19293306506969046,0.8026774114938439
605,dice,single,lastp,3,6,0.10505792041200068,0.7445781068578461
606,dice,single,lastp,3,7,0.07517667885744429,0.7044517430848244
607,dice,single,lastp,3,8,0.07517667885744429,0.7044517430848244
608,dice,single,lastp,3,9,0.07517667885744429,0.7044517430848244
609,dice,single,lastp,3,10,-0.19293306506969046,0.8026774114938439
610,dice,single,lastp,4,6,0.10505792041200068,0.7445781068578461
611,dice,single,lastp,4,7,0.07517667885744429,0.7044517430848244
612,dice,single,lastp,4,8,0.07517667885744429,0.7044517430848244
613,dice,single,lastp,4,9,0.07517667885744429,0.7044517430848244
614,dice,single,lastp,4,10,-0.19293306506969046,0.8026774114938439
615,dice,single,level,2,6,0.10505792041200068,0.7445781068578461
616,dice,single,level,2,7,0.07517667885744429,0.7044517430848244
617,dice,single,level,2,8,0.07517667885744429,0.7044517430848244
618,dice,single,level,2,9,0.07517667885744429,0.7044517430848244
619,dice,single,level,2,10,-0.19293306506969046,0.8026774114938439
620,dice,single,level,3,6,0.10505792041200068,0.7445781068578461
621,dice,single,level,3,7,0.07517667885744429,0.7044517430848244
622,dice,single,level,3,8,0.07517667885744429,0.7044517430848244
623,dice,single,level,3,9,0.07517667885744429,0.7044517430848244
624,dice,single,level,3,10,-0.19293306506969046,0.8026774114938439
625,dice,single,level,4,6,0.10505792041200068,0.7445781068578461
626,dice,single,level,4,7,0.07517667885744429,0.7044517430848244
627,dice,single,level,4,8,0.07517667885744429,0.7044517430848244
628,dice,single,level,4,9,0.07517667885744429,0.7044517430848244
629,dice,single,level,4,10,-0.19293306506969046,0.8026774114938439
630,dice,average,,2,6,0.07602702205929365,1.1858528189144144
631,dice,average,,2,7,0.057763372845135046,1.1751928142169514
632,dice,average,,2,8,0.02885253624842537,1.1464202108850245
633,dice,average,,2,9,0.0033133420458085648,1.095099799583237
634,dice,average,,2,10,-0.017754769347536434,1.2260190370556094
635,dice,average,,3,6,0.07602702205929365,1.1858528189144144
636,dice,average,,3,7,0.057763372845135046,1.1751928142169514
637,dice,average,,3,8,0.02885253624842537,1.1464202108850245
638,dice,average,,3,9,0.0033133420458085648,1.095099799583237
639,dice,average,,3,10,-0.017754769347536434,1.2260190370556094
640,dice,average,,4,6,0.07602702205929365,1.1858528189144144
641,dice,average,,4,7,0.057763372845135046,1.1751928142169514
642,dice,average,,4,8,0.02885253624842537,1.1464202108850245
643,dice,average,,4,9,0.0033133420458085648,1.095099799583237
644,dice,average,,4,10,-0.017754769347536434,1.2260190370556094
645,dice,average,lastp,2,6,0.07602702205929365,1.1858528189144144
646,dice,average,lastp,2,7,0.057763372845135046,1.1751928142169514
647,dice,average,lastp,2,8,0.02885253624842537,1.1464202108850245
648,dice,average,lastp,2,9,0.0033133420458085648,1.095099799583237
649,dice,average,lastp,2,10,-0.017754769347536434,1.2260190370556094
650,dice,average,lastp,3,6,0.07602702205929365,1.1858528189144144
651,dice,average,lastp,3,7,0.057763372845135046,1.1751928142169514
652,dice,average,lastp,3,8,0.02885253624842537,1.1464202108850245
653,dice,average,lastp,3,9,0.0033133420458085648,1.095099799583237
654,dice,average,lastp,3,10,-0.017754769347536434,1.2260190370556094
655,dice,average,lastp,4,6,0.07602702205929365,1.1858528189144144
656,dice,average,lastp,4,7,0.057763372845135046,1.1751928142169514
657,dice,average,lastp,4,8,0.02885253624842537,1.1464202108850245
658,dice,average,lastp,4,9,0.0033133420458085648,1.095099799583237
659,dice,average,lastp,4,10,-0.017754769347536434,1.2260190370556094
660,dice,average,level,2,6,0.07602702205929365,1.1858528189144144
661,dice,average,level,2,7,0.057763372845135046,1.1751928142169514
662,dice,average,level,2,8,0.02885253624842537,1.1464202108850245
663,dice,average,level,2,9,0.0033133420458085648,1.095099799583237
664,dice,average,level,2,10,-0.017754769347536434,1.2260190370556094
665,dice,average,level,3,6,0.07602702205929365,1.1858528189144144
666,dice,average,level,3,7,0.057763372845135046,1.1751928142169514
667,dice,average,level,3,8,0.02885253624842537,1.1464202108850245
668,dice,average,level,3,9,0.0033133420458085648,1.095099799583237
669,dice,average,level,3,10,-0.017754769347536434,1.2260190370556094
670,dice,average,level,4,6,0.07602702205929365,1.1858528189144144
671,dice,average,level,4,7,0.057763372845135046,1.1751928142169514
672,dice,average,level,4,8,0.02885253624842537,1.1464202108850245
673,dice,average,level,4,9,0.0033133420458085648,1.095099799583237
674,dice,average,level,4,10,-0.017754769347536434,1.2260190370556094
675,dice,weighted,,2,6,0.10747111027532444,1.2243696402253277
676,dice,weighted,,2,7,0.04455701501255089,1.2928189714142808
677,dice,weighted,,2,8,0.019948847200862492,1.2149642688251876
678,dice,weighted,,2,9,0.014055305850343302,1.2909092647051952
679,dice,weighted,,2,10,0.012185412846855145,1.3671134763114605
680,dice,weighted,,3,6,0.10747111027532444,1.2243696402253277
681,dice,weighted,,3,7,0.04455701501255089,1.2928189714142808
682,dice,weighted,,3,8,0.019948847200862492,1.2149642688251876
683,dice,weighted,,3,9,0.014055305850343302,1.2909092647051952
684,dice,weighted,,3,10,0.012185412846855145,1.3671134763114605
685,dice,weighted,,4,6,0.10747111027532444,1.2243696402253277
686,dice,weighted,,4,7,0.04455701501255089,1.2928189714142808
687,dice,weighted,,4,8,0.019948847200862492,1.2149642688251876
688,dice,weighted,,4,9,0.014055305850343302,1.2909092647051952
689,dice,weighted,,4,10,0.012185412846855145,1.3671134763114605
690,dice,weighted,lastp,2,6,0.10747111027532444,1.2243696402253277
691,dice,weighted,lastp,2,7,0.04455701501255089,1.2928189714142808
692,dice,weighted,lastp,2,8,0.019948847200862492,1.2149642688251876
693,dice,weighted,lastp,2,9,0.014055305850343302,1.2909092647051952
694,dice,weighted,lastp,2,10,0.012185412846855145,1.3671134763114605
695,dice,weighted,lastp,3,6,0.10747111027532444,1.2243696402253277
696,dice,weighted,lastp,3,7,0.04455701501255089,1.2928189714142808
697,dice,weighted,lastp,3,8,0.019948847200862492,1.2149642688251876
698,dice,weighted,lastp,3,9,0.014055305850343302,1.2909092647051952
699,dice,weighted,lastp,3,10,0.012185412846855145,1.3671134763114605
700,dice,weighted,lastp,4,6,0.10747111027532444,1.2243696402253277
701,dice,weighted,lastp,4,7,0.04455701501255089,1.2928189714142808
702,dice,weighted,lastp,4,8,0.019948847200862492,1.2149642688251876
703,dice,weighted,lastp,4,9,0.014055305850343302,1.2909092647051952
704,dice,weighted,lastp,4,10,0.012185412846855145,1.3671134763114605
705,dice,weighted,level,2,6,0.10747111027532444,1.2243696402253277
706,dice,weighted,level,2,7,0.04455701501255089,1.2928189714142808
707,dice,weighted,level,2,8,0.019948847200862492,1.2149642688251876
708,dice,weighted,level,2,9,0.014055305850343302,1.2909092647051952
709,dice,weighted,level,2,10,0.012185412846855145,1.3671134763114605
710,dice,weighted,level,3,6,0.10747111027532444,1.2243696402253277
711,dice,weighted,level,3,7,0.04455701501255089,1.2928189714142808
712,dice,weighted,level,3,8,0.019948847200862492,1.2149642688251876
713,dice,weighted,level,3,9,0.014055305850343302,1.2909092647051952
714,dice,weighted,level,3,10,0.012185412846855145,1.3671134763114605
715,dice,weighted,level,4,6,0.10747111027532444,1.2243696402253277
716,dice,weighted,level,4,7,0.04455701501255089,1.2928189714142808
717,dice,weighted,level,4,8,0.019948847200862492,1.2149642688251876
718,dice,weighted,level,4,9,0.014055305850343302,1.2909092647051952
719,dice,weighted,level,4,10,0.012185412846855145,1.3671134763114605
720,euclidean,complete,,2,6,0.2287174920761535,1.7645735455127933
721,euclidean,complete,,2,7,0.2870578338700672,1.7367931729962618
722,euclidean,complete,,2,8,0.28496834528831744,1.9658684329543952
723,euclidean,complete,,2,9,0.3070011710833502,1.8704011316677622
724,euclidean,complete,,2,10,0.30628677259423337,1.7959781464819102
725,euclidean,complete,,3,6,0.2287174920761535,1.7645735455127933
726,euclidean,complete,,3,7,0.2870578338700672,1.7367931729962618
727,euclidean,complete,,3,8,0.28496834528831744,1.9658684329543952
728,euclidean,complete,,3,9,0.3070011710833502,1.8704011316677622
729,euclidean,complete,,3,10,0.30628677259423337,1.7959781464819102
730,euclidean,complete,,4,6,0.2287174920761535,1.7645735455127933
731,euclidean,complete,,4,7,0.2870578338700672,1.7367931729962618
732,euclidean,complete,,4,8,0.28496834528831744,1.9658684329543952
733,euclidean,complete,,4,9,0.3070011710833502,1.8704011316677622
734,euclidean,complete,,4,10,0.30628677259423337,1.7959781464819102
735,euclidean,complete,lastp,2,6,0.2287174920761535,1.7645735455127933
736,euclidean,complete,lastp,2,7,0.2870578338700672,1.7367931729962618
737,euclidean,complete,lastp,2,8,0.28496834528831744,1.9658684329543952
738,euclidean,complete,lastp,2,9,0.3070011710833502,1.8704011316677622
739,euclidean,complete,lastp,2,10,0.30628677259423337,1.7959781464819102
740,euclidean,complete,lastp,3,6,0.2287174920761535,1.7645735455127933
741,euclidean,complete,lastp,3,7,0.2870578338700672,1.7367931729962618
742,euclidean,complete,lastp,3,8,0.28496834528831744,1.9658684329543952
743,euclidean,complete,lastp,3,9,0.3070011710833502,1.8704011316677622
744,euclidean,complete,lastp,3,10,0.30628677259423337,1.7959781464819102
745,euclidean,complete,lastp,4,6,0.2287174920761535,1.7645735455127933
746,euclidean,complete,lastp,4,7,0.2870578338700672,1.7367931729962618
747,euclidean,complete,lastp,4,8,0.28496834528831744,1.9658684329543952
748,euclidean,complete,lastp,4,9,0.3070011710833502,1.8704011316677622
749,euclidean,complete,lastp,4,10,0.30628677259423337,1.7959781464819102
750,euclidean,complete,level,2,6,0.2287174920761535,1.7645735455127933
751,euclidean,complete,level,2,7,0.2870578338700672,1.7367931729962618
752,euclidean,complete,level,2,8,0.28496834528831744,1.9658684329543952
753,euclidean,complete,level,2,9,0.3070011710833502,1.8704011316677622
754,euclidean,complete,level,2,10,0.30628677259423337,1.7959781464819102
755,euclidean,complete,level,3,6,0.2287174920761535,1.7645735455127933
756,euclidean,complete,level,3,7,0.2870578338700672,1.7367931729962618
757,euclidean,complete,level,3,8,0.28496834528831744,1.9658684329543952
758,euclidean,complete,level,3,9,0.3070011710833502,1.8704011316677622
759,euclidean,complete,level,3,10,0.30628677259423337,1.7959781464819102
760,euclidean,complete,level,4,6,0.2287174920761535,1.7645735455127933
761,euclidean,complete,level,4,7,0.2870578338700672,1.7367931729962618
762,euclidean,complete,level,4,8,0.28496834528831744,1.9658684329543952
763,euclidean,complete,level,4,9,0.3070011710833502,1.8704011316677622
764,euclidean,complete,level,4,10,0.30628677259423337,1.7959781464819102
765,euclidean,single,,2,6,0.179723851090267,0.6110822959395682
766,euclidean,single,,2,7,0.17524452488515319,0.6044619216594421
767,euclidean,single,,2,8,0.17172714927173904,0.599100861905317
768,euclidean,single,,2,9,0.16110838391650376,0.5964041940181276
769,euclidean,single,,2,10,0.1210408920690714,0.6032423946688039
770,euclidean,single,,3,6,0.179723851090267,0.6110822959395682
771,euclidean,single,,3,7,0.17524452488515319,0.6044619216594421
772,euclidean,single,,3,8,0.17172714927173904,0.599100861905317
773,euclidean,single,,3,9,0.16110838391650376,0.5964041940181276
774,euclidean,single,,3,10,0.1210408920690714,0.6032423946688039
775,euclidean,single,,4,6,0.179723851090267,0.6110822959395682
776,euclidean,single,,4,7,0.17524452488515319,0.6044619216594421
777,euclidean,single,,4,8,0.17172714927173904,0.599100861905317
778,euclidean,single,,4,9,0.16110838391650376,0.5964041940181276
779,euclidean,single,,4,10,0.1210408920690714,0.6032423946688039
780,euclidean,single,lastp,2,6,0.179723851090267,0.6110822959395682
781,euclidean,single,lastp,2,7,0.17524452488515319,0.6044619216594421
782,euclidean,single,lastp,2,8,0.17172714927173904,0.599100861905317
783,euclidean,single,lastp,2,9,0.16110838391650376,0.5964041940181276
784,euclidean,single,lastp,2,10,0.1210408920690714,0.6032423946688039
785,euclidean,single,lastp,3,6,0.179723851090267,0.6110822959395682
786,euclidean,single,lastp,3,7,0.17524452488515319,0.6044619216594421
787,euclidean,single,lastp,3,8,0.17172714927173904,0.599100861905317
788,euclidean,single,lastp,3,9,0.16110838391650376,0.5964041940181276
789,euclidean,single,lastp,3,10,0.1210408920690714,0.6032423946688039
790,euclidean,single,lastp,4,6,0.179723851090267,0.6110822959395682
791,euclidean,single,lastp,4,7,0.17524452488515319,0.6044619216594421
792,euclidean,single,lastp,4,8,0.17172714927173904,0.599100861905317
793,euclidean,single,lastp,4,9,0.16110838391650376,0.5964041940181276
794,euclidean,single,lastp,4,10,0.1210408920690714,0.6032423946688039
795,euclidean,single,level,2,6,0.179723851090267,0.6110822959395682
796,euclidean,single,level,2,7,0.17524452488515319,0.6044619216594421
797,euclidean,single,level,2,8,0.17172714927173904,0.599100861905317
798,euclidean,single,level,2,9,0.16110838391650376,0.5964041940181276
799,euclidean,single,level,2,10,0.1210408920690714,0.6032423946688039
800,euclidean,single,level,3,6,0.179723851090267,0.6110822959395682
801,euclidean,single,level,3,7,0.17524452488515319,0.6044619216594421
802,euclidean,single,level,3,8,0.17172714927173904,0.599100861905317
803,euclidean,single,level,3,9,0.16110838391650376,0.5964041940181276
804,euclidean,single,level,3,10,0.1210408920690714,0.6032423946688039
805,euclidean,single,level,4,6,0.179723851090267,0.6110822959395682
806,euclidean,single,level,4,7,0.17524452488515319,0.6044619216594421
807,euclidean,single,level,4,8,0.17172714927173904,0.599100861905317
808,euclidean,single,level,4,9,0.16110838391650376,0.5964041940181276
809,euclidean,single,level,4,10,0.1210408920690714,0.6032423946688039
810,euclidean,average,,2,6,0.1982754038804867,1.344966520613604
811,euclidean,average,,2,7,0.3189325076715457,1.3570666618669927
812,euclidean,average,,2,8,0.3158836044860621,1.2615771690532647
813,euclidean,average,,2,9,0.29508991112405053,1.2759639927519388
814,euclidean,average,,2,10,0.28950336131039656,1.2059700081322802
815,euclidean,average,,3,6,0.1982754038804867,1.344966520613604
816,euclidean,average,,3,7,0.3189325076715457,1.3570666618669927
817,euclidean,average,,3,8,0.3158836044860621,1.2615771690532647
818,euclidean,average,,3,9,0.29508991112405053,1.2759639927519388
819,euclidean,average,,3,10,0.28950336131039656,1.2059700081322802
820,euclidean,average,,4,6,0.1982754038804867,1.344966520613604
821,euclidean,average,,4,7,0.3189325076715457,1.3570666618669927
822,euclidean,average,,4,8,0.3158836044860621,1.2615771690532647
823,euclidean,average,,4,9,0.29508991112405053,1.2759639927519388
824,euclidean,average,,4,10,0.28950336131039656,1.2059700081322802
825,euclidean,average,lastp,2,6,0.1982754038804867,1.344966520613604
826,euclidean,average,lastp,2,7,0.3189325076715457,1.3570666618669927
827,euclidean,average,lastp,2,8,0.3158836044860621,1.2615771690532647
828,euclidean,average,lastp,2,9,0.29508991112405053,1.2759639927519388
829,euclidean,average,lastp,2,10,0.28950336131039656,1.2059700081322802
830,euclidean,average,lastp,3,6,0.1982754038804867,1.344966520613604
831,euclidean,average,lastp,3,7,0.3189325076715457,1.3570666618669927
832,euclidean,average,lastp,3,8,0.3158836044860621,1.2615771690532647
833,euclidean,average,lastp,3,9,0.29508991112405053,1.2759639927519388
834,euclidean,average,lastp,3,10,0.28950336131039656,1.2059700081322802
835,euclidean,average,lastp,4,6,0.1982754038804867,1.344966520613604
836,euclidean,average,lastp,4,7,0.3189325076715457,1.3570666618669927
837,euclidean,average,lastp,4,8,0.3158836044860621,1.2615771690532647
838,euclidean,average,lastp,4,9,0.29508991112405053,1.2759639927519388
839,euclidean,average,lastp,4,10,0.28950336131039656,1.2059700081322802
