+-------------+----------+---------+---------+---------+-----------------------+--------------------+
|   Field 1   | Field 2  | Field 3 | Field 4 | Field 5 |        Field 6        |      Field 7       |
|  euclidean  | complete |  level  |    3    |    8    |  0.24348187424308168  | 1.6679384690713701 |
|  euclidean  | complete |  level  |    3    |    9    |  0.24479519403935077  | 1.6559318799922518 |
|  euclidean  | complete |  level  |    3    |    10   |  0.24374440664095182  | 1.6507501805014655 |
|  euclidean  | complete |  level  |    4    |    7    |   0.2465474099314469  | 1.7752054365980674 |
|  euclidean  | complete |  level  |    4    |    8    |  0.24348187424308168  | 1.6679384690713701 |
|  euclidean  | complete |  level  |    4    |    9    |  0.24479519403935077  | 1.6559318799922518 |
|  euclidean  | complete |  level  |    4    |    10   |  0.24374440664095182  | 1.6507501805014655 |
|  euclidean  |  single  |   None  |    2    |    7    |  0.18704504741371283  | 0.560830176656342  |
|  euclidean  |  single  |   None  |    2    |    8    |   0.1838311946151624  | 0.5503413766925803 |
|  euclidean  |  single  |   None  |    2    |    9    |  0.18279600083572384  | 0.5517771198190936 |
|  euclidean  |  single  |   None  |    2    |    10   |  0.17724399823880727  | 0.5531881700571344 |
|  euclidean  |  single  |   None  |    3    |    7    |  0.18704504741371283  | 0.560830176656342  |
|  euclidean  |  single  |   None  |    3    |    8    |   0.1838311946151624  | 0.5503413766925803 |
|  euclidean  |  single  |   None  |    3    |    9    |  0.18279600083572384  | 0.5517771198190936 |
|  euclidean  |  single  |   None  |    3    |    10   |  0.17724399823880727  | 0.5531881700571344 |
|  euclidean  |  single  |   None  |    4    |    7    |  0.18704504741371283  | 0.560830176656342  |
|  euclidean  |  single  |   None  |    4    |    8    |   0.1838311946151624  | 0.5503413766925803 |
|  euclidean  |  single  |   None  |    4    |    9    |  0.18279600083572384  | 0.5517771198190936 |
|  euclidean  |  single  |   None  |    4    |    10   |  0.17724399823880727  | 0.5531881700571344 |
|  euclidean  |  single  |  lastp  |    2    |    7    |  0.18704504741371283  | 0.560830176656342  |
|  euclidean  |  single  |  lastp  |    2    |    8    |   0.1838311946151624  | 0.5503413766925803 |
|  euclidean  |  single  |  lastp  |    2    |    9    |  0.18279600083572384  | 0.5517771198190936 |
|  euclidean  |  single  |  lastp  |    2    |    10   |  0.17724399823880727  | 0.5531881700571344 |
|  euclidean  |  single  |  lastp  |    3    |    7    |  0.18704504741371283  | 0.560830176656342  |
|  euclidean  |  single  |  lastp  |    3    |    8    |   0.1838311946151624  | 0.5503413766925803 |
|  euclidean  |  single  |  lastp  |    3    |    9    |  0.18279600083572384  | 0.5517771198190936 |
|  euclidean  |  single  |  lastp  |    3    |    10   |  0.17724399823880727  | 0.5531881700571344 |
|  euclidean  |  single  |  lastp  |    4    |    7    |  0.18704504741371283  | 0.560830176656342  |
|  euclidean  |  single  |  lastp  |    4    |    8    |   0.1838311946151624  | 0.5503413766925803 |
|  euclidean  |  single  |  lastp  |    4    |    9    |  0.18279600083572384  | 0.5517771198190936 |
|  euclidean  |  single  |  lastp  |    4    |    10   |  0.17724399823880727  | 0.5531881700571344 |
|  euclidean  |  single  |  level  |    2    |    7    |  0.18704504741371283  | 0.560830176656342  |
|  euclidean  |  single  |  level  |    2    |    8    |   0.1838311946151624  | 0.5503413766925803 |
|  euclidean  |  single  |  level  |    2    |    9    |  0.18279600083572384  | 0.5517771198190936 |
|  euclidean  |  single  |  level  |    2    |    10   |  0.17724399823880727  | 0.5531881700571344 |
|  euclidean  |  single  |  level  |    3    |    7    |  0.18704504741371283  | 0.560830176656342  |
|  euclidean  |  single  |  level  |    3    |    8    |   0.1838311946151624  | 0.5503413766925803 |
|  euclidean  |  single  |  level  |    3    |    9    |  0.18279600083572384  | 0.5517771198190936 |
|  euclidean  |  single  |  level  |    3    |    10   |  0.17724399823880727  | 0.5531881700571344 |
|  euclidean  |  single  |  level  |    4    |    7    |  0.18704504741371283  | 0.560830176656342  |
|  euclidean  |  single  |  level  |    4    |    8    |   0.1838311946151624  | 0.5503413766925803 |
|  euclidean  |  single  |  level  |    4    |    9    |  0.18279600083572384  | 0.5517771198190936 |
|  euclidean  |  single  |  level  |    4    |    10   |  0.17724399823880727  | 0.5531881700571344 |
|  euclidean  | average  |   None  |    2    |    7    |  0.18699089009486433  | 1.2180121346982677 |
|  euclidean  | average  |   None  |    2    |    8    |  0.13572683038396136  | 1.1718515949731938 |
|  euclidean  | average  |   None  |    2    |    9    |  0.13403196419157093  | 1.170532355265986  |
|  euclidean  | average  |   None  |    2    |    10   |  0.13167817681391283  | 1.117315149831082  |
|  euclidean  | average  |   None  |    3    |    7    |  0.18699089009486433  | 1.2180121346982677 |
|  euclidean  | average  |   None  |    3    |    8    |  0.13572683038396136  | 1.1718515949731938 |
|  euclidean  | average  |   None  |    3    |    9    |  0.13403196419157093  | 1.170532355265986  |
|  euclidean  | average  |   None  |    3    |    10   |  0.13167817681391283  | 1.117315149831082  |
|  euclidean  | average  |   None  |    4    |    7    |  0.18699089009486433  | 1.2180121346982677 |
|  euclidean  | average  |   None  |    4    |    8    |  0.13572683038396136  | 1.1718515949731938 |
|  euclidean  | average  |   None  |    4    |    9    |  0.13403196419157093  | 1.170532355265986  |
|  euclidean  | average  |   None  |    4    |    10   |  0.13167817681391283  | 1.117315149831082  |
|  euclidean  | average  |  lastp  |    2    |    7    |  0.18699089009486433  | 1.2180121346982677 |
|  euclidean  | average  |  lastp  |    2    |    8    |  0.13572683038396136  | 1.1718515949731938 |
|  euclidean  | average  |  lastp  |    2    |    9    |  0.13403196419157093  | 1.170532355265986  |
|  euclidean  | average  |  lastp  |    2    |    10   |  0.13167817681391283  | 1.117315149831082  |
|  euclidean  | average  |  lastp  |    3    |    7    |  0.18699089009486433  | 1.2180121346982677 |
|  euclidean  | average  |  lastp  |    3    |    8    |  0.13572683038396136  | 1.1718515949731938 |
|  euclidean  | average  |  lastp  |    3    |    9    |  0.13403196419157093  | 1.170532355265986  |
|  euclidean  | average  |  lastp  |    3    |    10   |  0.13167817681391283  | 1.117315149831082  |
|  euclidean  | average  |  lastp  |    4    |    7    |  0.18699089009486433  | 1.2180121346982677 |
|  euclidean  | average  |  lastp  |    4    |    8    |  0.13572683038396136  | 1.1718515949731938 |
|  euclidean  | average  |  lastp  |    4    |    9    |  0.13403196419157093  | 1.170532355265986  |
|  euclidean  | average  |  lastp  |    4    |    10   |  0.13167817681391283  | 1.117315149831082  |
|  euclidean  | average  |  level  |    2    |    7    |  0.18699089009486433  | 1.2180121346982677 |
|  euclidean  | average  |  level  |    2    |    8    |  0.13572683038396136  | 1.1718515949731938 |
|  euclidean  | average  |  level  |    2    |    9    |  0.13403196419157093  | 1.170532355265986  |
|  euclidean  | average  |  level  |    2    |    10   |  0.13167817681391283  | 1.117315149831082  |
|  euclidean  | average  |  level  |    3    |    7    |  0.18699089009486433  | 1.2180121346982677 |
|  euclidean  | average  |  level  |    3    |    8    |  0.13572683038396136  | 1.1718515949731938 |
|  euclidean  | average  |  level  |    3    |    9    |  0.13403196419157093  | 1.170532355265986  |
|  euclidean  | average  |  level  |    3    |    10   |  0.13167817681391283  | 1.117315149831082  |
|  euclidean  | average  |  level  |    4    |    7    |  0.18699089009486433  | 1.2180121346982677 |
|  euclidean  | average  |  level  |    4    |    8    |  0.13572683038396136  | 1.1718515949731938 |
|  euclidean  | average  |  level  |    4    |    9    |  0.13403196419157093  | 1.170532355265986  |
|  euclidean  | average  |  level  |    4    |    10   |  0.13167817681391283  | 1.117315149831082  |
|  euclidean  | weighted |   None  |    2    |    7    |  0.26816718766458114  | 1.5333688879666778 |
|  euclidean  | weighted |   None  |    2    |    8    |   0.2931433199083441  | 1.4713046016118956 |
|  euclidean  | weighted |   None  |    2    |    9    |  0.27028681677289224  | 1.397587575201811  |
|  euclidean  | weighted |   None  |    2    |    10   |  0.26970593110339985  | 1.3646629455797212 |
|  euclidean  | weighted |   None  |    3    |    7    |  0.26816718766458114  | 1.5333688879666778 |
|  euclidean  | weighted |   None  |    3    |    8    |   0.2931433199083441  | 1.4713046016118956 |
|  euclidean  | weighted |   None  |    3    |    9    |  0.27028681677289224  | 1.397587575201811  |
|  euclidean  | weighted |   None  |    3    |    10   |  0.26970593110339985  | 1.3646629455797212 |
|  euclidean  | weighted |   None  |    4    |    7    |  0.26816718766458114  | 1.5333688879666778 |
|  euclidean  | weighted |   None  |    4    |    8    |   0.2931433199083441  | 1.4713046016118956 |
|  euclidean  | weighted |   None  |    4    |    9    |  0.27028681677289224  | 1.397587575201811  |
|  euclidean  | weighted |   None  |    4    |    10   |  0.26970593110339985  | 1.3646629455797212 |
|  euclidean  | weighted |  lastp  |    2    |    7    |  0.26816718766458114  | 1.5333688879666778 |
|  euclidean  | weighted |  lastp  |    2    |    8    |   0.2931433199083441  | 1.4713046016118956 |
|  euclidean  | weighted |  lastp  |    2    |    9    |  0.27028681677289224  | 1.397587575201811  |
|  euclidean  | weighted |  lastp  |    2    |    10   |  0.26970593110339985  | 1.3646629455797212 |
|  euclidean  | weighted |  lastp  |    3    |    7    |  0.26816718766458114  | 1.5333688879666778 |
|  euclidean  | weighted |  lastp  |    3    |    8    |   0.2931433199083441  | 1.4713046016118956 |
|  euclidean  | weighted |  lastp  |    3    |    9    |  0.27028681677289224  | 1.397587575201811  |
|  euclidean  | weighted |  lastp  |    3    |    10   |  0.26970593110339985  | 1.3646629455797212 |
|  euclidean  | weighted |  lastp  |    4    |    7    |  0.26816718766458114  | 1.5333688879666778 |
|  euclidean  | weighted |  lastp  |    4    |    8    |   0.2931433199083441  | 1.4713046016118956 |
|  euclidean  | weighted |  lastp  |    4    |    9    |  0.27028681677289224  | 1.397587575201811  |
|  euclidean  | weighted |  lastp  |    4    |    10   |  0.26970593110339985  | 1.3646629455797212 |
|  euclidean  | weighted |  level  |    2    |    7    |  0.26816718766458114  | 1.5333688879666778 |
|  euclidean  | weighted |  level  |    2    |    8    |   0.2931433199083441  | 1.4713046016118956 |
|  euclidean  | weighted |  level  |    2    |    9    |  0.27028681677289224  | 1.397587575201811  |
|  euclidean  | weighted |  level  |    2    |    10   |  0.26970593110339985  | 1.3646629455797212 |
|  euclidean  | weighted |  level  |    3    |    7    |  0.26816718766458114  | 1.5333688879666778 |
|  euclidean  | weighted |  level  |    3    |    8    |   0.2931433199083441  | 1.4713046016118956 |
|  euclidean  | weighted |  level  |    3    |    9    |  0.27028681677289224  | 1.397587575201811  |
|  euclidean  | weighted |  level  |    3    |    10   |  0.26970593110339985  | 1.3646629455797212 |
|  euclidean  | weighted |  level  |    4    |    7    |  0.26816718766458114  | 1.5333688879666778 |
|  euclidean  | weighted |  level  |    4    |    8    |   0.2931433199083441  | 1.4713046016118956 |
|  euclidean  | weighted |  level  |    4    |    9    |  0.27028681677289224  | 1.397587575201811  |
|  euclidean  | weighted |  level  |    4    |    10   |  0.26970593110339985  | 1.3646629455797212 |
|  euclidean  |   ward   |   None  |    2    |    7    |  0.30722508149070177  | 1.6333326199732447 |
|  euclidean  |   ward   |   None  |    2    |    8    |   0.3081722885354116  |  1.71865745644421  |
|  euclidean  |   ward   |   None  |    2    |    9    |   0.3193455353216446  |  1.64583644630614  |
|  euclidean  |   ward   |   None  |    2    |    10   |  0.32528308553781576  | 1.5993941733422534 |
|  euclidean  |   ward   |   None  |    3    |    7    |  0.30722508149070177  | 1.6333326199732447 |
|  euclidean  |   ward   |   None  |    3    |    8    |   0.3081722885354116  |  1.71865745644421  |
|  euclidean  |   ward   |   None  |    3    |    9    |   0.3193455353216446  |  1.64583644630614  |
|  euclidean  |   ward   |   None  |    3    |    10   |  0.32528308553781576  | 1.5993941733422534 |
|  euclidean  |   ward   |   None  |    4    |    7    |  0.30722508149070177  | 1.6333326199732447 |
|  euclidean  |   ward   |   None  |    4    |    8    |   0.3081722885354116  |  1.71865745644421  |
|  euclidean  |   ward   |   None  |    4    |    9    |   0.3193455353216446  |  1.64583644630614  |
|  euclidean  |   ward   |   None  |    4    |    10   |  0.32528308553781576  | 1.5993941733422534 |
|  euclidean  |   ward   |  lastp  |    2    |    7    |  0.30722508149070177  | 1.6333326199732447 |
|  euclidean  |   ward   |  lastp  |    2    |    8    |   0.3081722885354116  |  1.71865745644421  |
|  euclidean  |   ward   |  lastp  |    2    |    9    |   0.3193455353216446  |  1.64583644630614  |
|  euclidean  |   ward   |  lastp  |    2    |    10   |  0.32528308553781576  | 1.5993941733422534 |
|  euclidean  |   ward   |  lastp  |    3    |    7    |  0.30722508149070177  | 1.6333326199732447 |
|  euclidean  |   ward   |  lastp  |    3    |    8    |   0.3081722885354116  |  1.71865745644421  |
|  euclidean  |   ward   |  lastp  |    3    |    9    |   0.3193455353216446  |  1.64583644630614  |
|  euclidean  |   ward   |  lastp  |    3    |    10   |  0.32528308553781576  | 1.5993941733422534 |
|  euclidean  |   ward   |  lastp  |    4    |    7    |  0.30722508149070177  | 1.6333326199732447 |
|  euclidean  |   ward   |  lastp  |    4    |    8    |   0.3081722885354116  |  1.71865745644421  |
|  euclidean  |   ward   |  lastp  |    4    |    9    |   0.3193455353216446  |  1.64583644630614  |
|  euclidean  |   ward   |  lastp  |    4    |    10   |  0.32528308553781576  | 1.5993941733422534 |
|  euclidean  |   ward   |  level  |    2    |    7    |  0.30722508149070177  | 1.6333326199732447 |
|  euclidean  |   ward   |  level  |    2    |    8    |   0.3081722885354116  |  1.71865745644421  |
|  euclidean  |   ward   |  level  |    2    |    9    |   0.3193455353216446  |  1.64583644630614  |
|  euclidean  |   ward   |  level  |    2    |    10   |  0.32528308553781576  | 1.5993941733422534 |
|  euclidean  |   ward   |  level  |    3    |    7    |  0.30722508149070177  | 1.6333326199732447 |
|  euclidean  |   ward   |  level  |    3    |    8    |   0.3081722885354116  |  1.71865745644421  |
|  euclidean  |   ward   |  level  |    3    |    9    |   0.3193455353216446  |  1.64583644630614  |
|  euclidean  |   ward   |  level  |    3    |    10   |  0.32528308553781576  | 1.5993941733422534 |
|  euclidean  |   ward   |  level  |    4    |    7    |  0.30722508149070177  | 1.6333326199732447 |
|  euclidean  |   ward   |  level  |    4    |    8    |   0.3081722885354116  |  1.71865745644421  |
|  euclidean  |   ward   |  level  |    4    |    9    |   0.3193455353216446  |  1.64583644630614  |
|  euclidean  |   ward   |  level  |    4    |    10   |  0.32528308553781576  | 1.5993941733422534 |
|  euclidean  |  median  |   None  |    2    |    7    |  0.17333219140231498  | 1.1755315240868565 |
|  euclidean  |  median  |   None  |    2    |    8    |   0.1758678394933202  | 1.0308328346312243 |
|  euclidean  |  median  |   None  |    2    |    9    |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |   None  |    2    |    10   |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |   None  |    3    |    7    |  0.17333219140231498  | 1.1755315240868565 |
|  euclidean  |  median  |   None  |    3    |    8    |   0.1758678394933202  | 1.0308328346312243 |
|  euclidean  |  median  |   None  |    3    |    9    |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |   None  |    3    |    10   |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |   None  |    4    |    7    |  0.17333219140231498  | 1.1755315240868565 |
|  euclidean  |  median  |   None  |    4    |    8    |   0.1758678394933202  | 1.0308328346312243 |
|  euclidean  |  median  |   None  |    4    |    9    |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |   None  |    4    |    10   |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  lastp  |    2    |    7    |  0.17333219140231498  | 1.1755315240868565 |
|  euclidean  |  median  |  lastp  |    2    |    8    |   0.1758678394933202  | 1.0308328346312243 |
|  euclidean  |  median  |  lastp  |    2    |    9    |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  lastp  |    2    |    10   |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  lastp  |    3    |    7    |  0.17333219140231498  | 1.1755315240868565 |
|  euclidean  |  median  |  lastp  |    3    |    8    |   0.1758678394933202  | 1.0308328346312243 |
|  euclidean  |  median  |  lastp  |    3    |    9    |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  lastp  |    3    |    10   |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  lastp  |    4    |    7    |  0.17333219140231498  | 1.1755315240868565 |
|  euclidean  |  median  |  lastp  |    4    |    8    |   0.1758678394933202  | 1.0308328346312243 |
|  euclidean  |  median  |  lastp  |    4    |    9    |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  lastp  |    4    |    10   |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  level  |    2    |    7    |  0.17333219140231498  | 1.1755315240868565 |
|  euclidean  |  median  |  level  |    2    |    8    |   0.1758678394933202  | 1.0308328346312243 |
|  euclidean  |  median  |  level  |    2    |    9    |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  level  |    2    |    10   |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  level  |    3    |    7    |  0.17333219140231498  | 1.1755315240868565 |
|  euclidean  |  median  |  level  |    3    |    8    |   0.1758678394933202  | 1.0308328346312243 |
|  euclidean  |  median  |  level  |    3    |    9    |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  level  |    3    |    10   |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  level  |    4    |    7    |  0.17333219140231498  | 1.1755315240868565 |
|  euclidean  |  median  |  level  |    4    |    8    |   0.1758678394933202  | 1.0308328346312243 |
|  euclidean  |  median  |  level  |    4    |    9    |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  |  median  |  level  |    4    |    10   |  0.17508397515871246  | 0.974539023995633  |
|  euclidean  | centroid |   None  |    2    |    7    |   0.2587391353800509  | 0.7143377294957671 |
|  euclidean  | centroid |   None  |    2    |    8    |  0.23683322871264656  | 0.6957750301079821 |
|  euclidean  | centroid |   None  |    2    |    9    |  0.18857328121688327  | 0.6829624993461898 |
|  euclidean  | centroid |   None  |    2    |    10   |   0.1706313582606707  | 0.6756822968411071 |
|  euclidean  | centroid |   None  |    3    |    7    |   0.2587391353800509  | 0.7143377294957671 |
|  euclidean  | centroid |   None  |    3    |    8    |  0.23683322871264656  | 0.6957750301079821 |
|  euclidean  | centroid |   None  |    3    |    9    |  0.18857328121688327  | 0.6829624993461898 |
|  euclidean  | centroid |   None  |    3    |    10   |   0.1706313582606707  | 0.6756822968411071 |
|  euclidean  | centroid |   None  |    4    |    7    |   0.2587391353800509  | 0.7143377294957671 |
|  euclidean  | centroid |   None  |    4    |    8    |  0.23683322871264656  | 0.6957750301079821 |
|  euclidean  | centroid |   None  |    4    |    9    |  0.18857328121688327  | 0.6829624993461898 |
|  euclidean  | centroid |   None  |    4    |    10   |   0.1706313582606707  | 0.6756822968411071 |
|  euclidean  | centroid |  lastp  |    2    |    7    |   0.2587391353800509  | 0.7143377294957671 |
|  euclidean  | centroid |  lastp  |    2    |    8    |  0.23683322871264656  | 0.6957750301079821 |
|  euclidean  | centroid |  lastp  |    2    |    9    |  0.18857328121688327  | 0.6829624993461898 |
|  euclidean  | centroid |  lastp  |    2    |    10   |   0.1706313582606707  | 0.6756822968411071 |
|  euclidean  | centroid |  lastp  |    3    |    7    |   0.2587391353800509  | 0.7143377294957671 |
|  euclidean  | centroid |  lastp  |    3    |    8    |  0.23683322871264656  | 0.6957750301079821 |
|  euclidean  | centroid |  lastp  |    3    |    9    |  0.18857328121688327  | 0.6829624993461898 |
|  euclidean  | centroid |  lastp  |    3    |    10   |   0.1706313582606707  | 0.6756822968411071 |
|  euclidean  | centroid |  lastp  |    4    |    7    |   0.2587391353800509  | 0.7143377294957671 |
|  euclidean  | centroid |  lastp  |    4    |    8    |  0.23683322871264656  | 0.6957750301079821 |
|  euclidean  | centroid |  lastp  |    4    |    9    |  0.18857328121688327  | 0.6829624993461898 |
|  euclidean  | centroid |  lastp  |    4    |    10   |   0.1706313582606707  | 0.6756822968411071 |
|  euclidean  | centroid |  level  |    2    |    7    |   0.2587391353800509  | 0.7143377294957671 |
|  euclidean  | centroid |  level  |    2    |    8    |  0.23683322871264656  | 0.6957750301079821 |
|  euclidean  | centroid |  level  |    2    |    9    |  0.18857328121688327  | 0.6829624993461898 |
|  euclidean  | centroid |  level  |    2    |    10   |   0.1706313582606707  | 0.6756822968411071 |
|  euclidean  | centroid |  level  |    3    |    7    |   0.2587391353800509  | 0.7143377294957671 |
|  euclidean  | centroid |  level  |    3    |    8    |  0.23683322871264656  | 0.6957750301079821 |
|  euclidean  | centroid |  level  |    3    |    9    |  0.18857328121688327  | 0.6829624993461898 |
|  euclidean  | centroid |  level  |    3    |    10   |   0.1706313582606707  | 0.6756822968411071 |
|  euclidean  | centroid |  level  |    4    |    7    |   0.2587391353800509  | 0.7143377294957671 |
|  euclidean  | centroid |  level  |    4    |    8    |  0.23683322871264656  | 0.6957750301079821 |
|  euclidean  | centroid |  level  |    4    |    9    |  0.18857328121688327  | 0.6829624993461898 |
|  euclidean  | centroid |  level  |    4    |    10   |   0.1706313582606707  | 0.6756822968411071 |
+-------------+----------+---------+---------+---------+-----------------------+--------------------+
