+-------------+----------+---------+---------+---------+-----------------------+--------------------+
|   Field 1   | Field 2  | Field 3 | Field 4 | Field 5 |        Field 6        |      Field 7       |
|    cosine   | complete |  lastp  |    2    |    7    |   0.2652354079342663  | 1.578091984703381  |
|    cosine   | complete |  lastp  |    2    |    8    |  0.24174529898975067  |  1.90608842958204  |
|    cosine   | complete |  lastp  |    2    |    9    |  0.20168347599396794  | 1.9288707926436426 |
|    cosine   | complete |  lastp  |    2    |    10   |  0.19884429726890632  | 1.9882456806496844 |
|    cosine   | complete |  lastp  |    3    |    7    |   0.2652354079342663  | 1.578091984703381  |
|    cosine   | complete |  lastp  |    3    |    8    |  0.24174529898975067  |  1.90608842958204  |
|    cosine   | complete |  lastp  |    3    |    9    |  0.20168347599396794  | 1.9288707926436426 |
|    cosine   | complete |  lastp  |    3    |    10   |  0.19884429726890632  | 1.9882456806496844 |
|    cosine   | complete |  lastp  |    4    |    7    |   0.2652354079342663  | 1.578091984703381  |
|    cosine   | complete |  lastp  |    4    |    8    |  0.24174529898975067  |  1.90608842958204  |
|    cosine   | complete |  lastp  |    4    |    9    |  0.20168347599396794  | 1.9288707926436426 |
|    cosine   | complete |  lastp  |    4    |    10   |  0.19884429726890632  | 1.9882456806496844 |
|    cosine   | complete |  level  |    2    |    7    |   0.2652354079342663  | 1.578091984703381  |
|    cosine   | complete |  level  |    2    |    8    |  0.24174529898975067  |  1.90608842958204  |
|    cosine   | complete |  level  |    2    |    9    |  0.20168347599396794  | 1.9288707926436426 |
|    cosine   | complete |  level  |    2    |    10   |  0.19884429726890632  | 1.9882456806496844 |
|    cosine   | complete |  level  |    3    |    7    |   0.2652354079342663  | 1.578091984703381  |
|    cosine   | complete |  level  |    3    |    8    |  0.24174529898975067  |  1.90608842958204  |
|    cosine   | complete |  level  |    3    |    9    |  0.20168347599396794  | 1.9288707926436426 |
|    cosine   | complete |  level  |    3    |    10   |  0.19884429726890632  | 1.9882456806496844 |
|    cosine   | complete |  level  |    4    |    7    |   0.2652354079342663  | 1.578091984703381  |
|    cosine   | complete |  level  |    4    |    8    |  0.24174529898975067  |  1.90608842958204  |
|    cosine   | complete |  level  |    4    |    9    |  0.20168347599396794  | 1.9288707926436426 |
|    cosine   | complete |  level  |    4    |    10   |  0.19884429726890632  | 1.9882456806496844 |
|    cosine   |  single  |   None  |    2    |    7    |  0.19994446323814066  | 0.5787762857201393 |
|    cosine   |  single  |   None  |    2    |    8    |  0.18234361934577611  | 0.5747378881748157 |
|    cosine   |  single  |   None  |    2    |    9    |  0.09102884460391542  | 0.6211333680815057 |
|    cosine   |  single  |   None  |    2    |    10   |  0.07886518631307841  | 0.6142675301875292 |
|    cosine   |  single  |   None  |    3    |    7    |  0.19994446323814066  | 0.5787762857201393 |
|    cosine   |  single  |   None  |    3    |    8    |  0.18234361934577611  | 0.5747378881748157 |
|    cosine   |  single  |   None  |    3    |    9    |  0.09102884460391542  | 0.6211333680815057 |
|    cosine   |  single  |   None  |    3    |    10   |  0.07886518631307841  | 0.6142675301875292 |
|    cosine   |  single  |   None  |    4    |    7    |  0.19994446323814066  | 0.5787762857201393 |
|    cosine   |  single  |   None  |    4    |    8    |  0.18234361934577611  | 0.5747378881748157 |
|    cosine   |  single  |   None  |    4    |    9    |  0.09102884460391542  | 0.6211333680815057 |
|    cosine   |  single  |   None  |    4    |    10   |  0.07886518631307841  | 0.6142675301875292 |
|    cosine   |  single  |  lastp  |    2    |    7    |  0.19994446323814066  | 0.5787762857201393 |
|    cosine   |  single  |  lastp  |    2    |    8    |  0.18234361934577611  | 0.5747378881748157 |
|    cosine   |  single  |  lastp  |    2    |    9    |  0.09102884460391542  | 0.6211333680815057 |
|    cosine   |  single  |  lastp  |    2    |    10   |  0.07886518631307841  | 0.6142675301875292 |
|    cosine   |  single  |  lastp  |    3    |    7    |  0.19994446323814066  | 0.5787762857201393 |
|    cosine   |  single  |  lastp  |    3    |    8    |  0.18234361934577611  | 0.5747378881748157 |
|    cosine   |  single  |  lastp  |    3    |    9    |  0.09102884460391542  | 0.6211333680815057 |
|    cosine   |  single  |  lastp  |    3    |    10   |  0.07886518631307841  | 0.6142675301875292 |
|    cosine   |  single  |  lastp  |    4    |    7    |  0.19994446323814066  | 0.5787762857201393 |
|    cosine   |  single  |  lastp  |    4    |    8    |  0.18234361934577611  | 0.5747378881748157 |
|    cosine   |  single  |  lastp  |    4    |    9    |  0.09102884460391542  | 0.6211333680815057 |
|    cosine   |  single  |  lastp  |    4    |    10   |  0.07886518631307841  | 0.6142675301875292 |
|    cosine   |  single  |  level  |    2    |    7    |  0.19994446323814066  | 0.5787762857201393 |
|    cosine   |  single  |  level  |    2    |    8    |  0.18234361934577611  | 0.5747378881748157 |
|    cosine   |  single  |  level  |    2    |    9    |  0.09102884460391542  | 0.6211333680815057 |
|    cosine   |  single  |  level  |    2    |    10   |  0.07886518631307841  | 0.6142675301875292 |
|    cosine   |  single  |  level  |    3    |    7    |  0.19994446323814066  | 0.5787762857201393 |
|    cosine   |  single  |  level  |    3    |    8    |  0.18234361934577611  | 0.5747378881748157 |
|    cosine   |  single  |  level  |    3    |    9    |  0.09102884460391542  | 0.6211333680815057 |
|    cosine   |  single  |  level  |    3    |    10   |  0.07886518631307841  | 0.6142675301875292 |
|    cosine   |  single  |  level  |    4    |    7    |  0.19994446323814066  | 0.5787762857201393 |
|    cosine   |  single  |  level  |    4    |    8    |  0.18234361934577611  | 0.5747378881748157 |
|    cosine   |  single  |  level  |    4    |    9    |  0.09102884460391542  | 0.6211333680815057 |
|    cosine   |  single  |  level  |    4    |    10   |  0.07886518631307841  | 0.6142675301875292 |
|    cosine   | average  |   None  |    2    |    7    |  0.14344415207776284  | 1.1381016365272292 |
|    cosine   | average  |   None  |    2    |    8    |  0.14243814693219467  | 1.0663314546050477 |
|    cosine   | average  |   None  |    2    |    9    |  0.23279880210801807  | 1.1422942948774821 |
|    cosine   | average  |   None  |    2    |    10   |  0.21470367592371323  | 1.1477489610203462 |
|    cosine   | average  |   None  |    3    |    7    |  0.14344415207776284  | 1.1381016365272292 |
|    cosine   | average  |   None  |    3    |    8    |  0.14243814693219467  | 1.0663314546050477 |
|    cosine   | average  |   None  |    3    |    9    |  0.23279880210801807  | 1.1422942948774821 |
|    cosine   | average  |   None  |    3    |    10   |  0.21470367592371323  | 1.1477489610203462 |
|    cosine   | average  |   None  |    4    |    7    |  0.14344415207776284  | 1.1381016365272292 |
|    cosine   | average  |   None  |    4    |    8    |  0.14243814693219467  | 1.0663314546050477 |
|    cosine   | average  |   None  |    4    |    9    |  0.23279880210801807  | 1.1422942948774821 |
|    cosine   | average  |   None  |    4    |    10   |  0.21470367592371323  | 1.1477489610203462 |
|    cosine   | average  |  lastp  |    2    |    7    |  0.14344415207776284  | 1.1381016365272292 |
|    cosine   | average  |  lastp  |    2    |    8    |  0.14243814693219467  | 1.0663314546050477 |
|    cosine   | average  |  lastp  |    2    |    9    |  0.23279880210801807  | 1.1422942948774821 |
|    cosine   | average  |  lastp  |    2    |    10   |  0.21470367592371323  | 1.1477489610203462 |
|    cosine   | average  |  lastp  |    3    |    7    |  0.14344415207776284  | 1.1381016365272292 |
|    cosine   | average  |  lastp  |    3    |    8    |  0.14243814693219467  | 1.0663314546050477 |
|    cosine   | average  |  lastp  |    3    |    9    |  0.23279880210801807  | 1.1422942948774821 |
|    cosine   | average  |  lastp  |    3    |    10   |  0.21470367592371323  | 1.1477489610203462 |
|    cosine   | average  |  lastp  |    4    |    7    |  0.14344415207776284  | 1.1381016365272292 |
|    cosine   | average  |  lastp  |    4    |    8    |  0.14243814693219467  | 1.0663314546050477 |
|    cosine   | average  |  lastp  |    4    |    9    |  0.23279880210801807  | 1.1422942948774821 |
|    cosine   | average  |  lastp  |    4    |    10   |  0.21470367592371323  | 1.1477489610203462 |
|    cosine   | average  |  level  |    2    |    7    |  0.14344415207776284  | 1.1381016365272292 |
|    cosine   | average  |  level  |    2    |    8    |  0.14243814693219467  | 1.0663314546050477 |
|    cosine   | average  |  level  |    2    |    9    |  0.23279880210801807  | 1.1422942948774821 |
|    cosine   | average  |  level  |    2    |    10   |  0.21470367592371323  | 1.1477489610203462 |
|    cosine   | average  |  level  |    3    |    7    |  0.14344415207776284  | 1.1381016365272292 |
|    cosine   | average  |  level  |    3    |    8    |  0.14243814693219467  | 1.0663314546050477 |
|    cosine   | average  |  level  |    3    |    9    |  0.23279880210801807  | 1.1422942948774821 |
|    cosine   | average  |  level  |    3    |    10   |  0.21470367592371323  | 1.1477489610203462 |
|    cosine   | average  |  level  |    4    |    7    |  0.14344415207776284  | 1.1381016365272292 |
|    cosine   | average  |  level  |    4    |    8    |  0.14243814693219467  | 1.0663314546050477 |
|    cosine   | average  |  level  |    4    |    9    |  0.23279880210801807  | 1.1422942948774821 |
|    cosine   | average  |  level  |    4    |    10   |  0.21470367592371323  | 1.1477489610203462 |
|    cosine   | weighted |   None  |    2    |    7    |   0.1690019018192846  | 1.555307840721701  |
|    cosine   | weighted |   None  |    2    |    8    |   0.1686777177375954  | 1.4223337513243806 |
|    cosine   | weighted |   None  |    2    |    9    |   0.1557876885329357  | 1.3687080806751528 |
|    cosine   | weighted |   None  |    2    |    10   |    0.20894656098659   | 1.3710001918481376 |
|    cosine   | weighted |   None  |    3    |    7    |   0.1690019018192846  | 1.555307840721701  |
|    cosine   | weighted |   None  |    3    |    8    |   0.1686777177375954  | 1.4223337513243806 |
|    cosine   | weighted |   None  |    3    |    9    |   0.1557876885329357  | 1.3687080806751528 |
|    cosine   | weighted |   None  |    3    |    10   |    0.20894656098659   | 1.3710001918481376 |
|    cosine   | weighted |   None  |    4    |    7    |   0.1690019018192846  | 1.555307840721701  |
|    cosine   | weighted |   None  |    4    |    8    |   0.1686777177375954  | 1.4223337513243806 |
|    cosine   | weighted |   None  |    4    |    9    |   0.1557876885329357  | 1.3687080806751528 |
|    cosine   | weighted |   None  |    4    |    10   |    0.20894656098659   | 1.3710001918481376 |
|    cosine   | weighted |  lastp  |    2    |    7    |   0.1690019018192846  | 1.555307840721701  |
|    cosine   | weighted |  lastp  |    2    |    8    |   0.1686777177375954  | 1.4223337513243806 |
|    cosine   | weighted |  lastp  |    2    |    9    |   0.1557876885329357  | 1.3687080806751528 |
|    cosine   | weighted |  lastp  |    2    |    10   |    0.20894656098659   | 1.3710001918481376 |
|    cosine   | weighted |  lastp  |    3    |    7    |   0.1690019018192846  | 1.555307840721701  |
|    cosine   | weighted |  lastp  |    3    |    8    |   0.1686777177375954  | 1.4223337513243806 |
|    cosine   | weighted |  lastp  |    3    |    9    |   0.1557876885329357  | 1.3687080806751528 |
|    cosine   | weighted |  lastp  |    3    |    10   |    0.20894656098659   | 1.3710001918481376 |
|    cosine   | weighted |  lastp  |    4    |    7    |   0.1690019018192846  | 1.555307840721701  |
|    cosine   | weighted |  lastp  |    4    |    8    |   0.1686777177375954  | 1.4223337513243806 |
|    cosine   | weighted |  lastp  |    4    |    9    |   0.1557876885329357  | 1.3687080806751528 |
|    cosine   | weighted |  lastp  |    4    |    10   |    0.20894656098659   | 1.3710001918481376 |
|    cosine   | weighted |  level  |    2    |    7    |   0.1690019018192846  | 1.555307840721701  |
|    cosine   | weighted |  level  |    2    |    8    |   0.1686777177375954  | 1.4223337513243806 |
|    cosine   | weighted |  level  |    2    |    9    |   0.1557876885329357  | 1.3687080806751528 |
|    cosine   | weighted |  level  |    2    |    10   |    0.20894656098659   | 1.3710001918481376 |
|    cosine   | weighted |  level  |    3    |    7    |   0.1690019018192846  | 1.555307840721701  |
|    cosine   | weighted |  level  |    3    |    8    |   0.1686777177375954  | 1.4223337513243806 |
|    cosine   | weighted |  level  |    3    |    9    |   0.1557876885329357  | 1.3687080806751528 |
|    cosine   | weighted |  level  |    3    |    10   |    0.20894656098659   | 1.3710001918481376 |
|    cosine   | weighted |  level  |    4    |    7    |   0.1690019018192846  | 1.555307840721701  |
|    cosine   | weighted |  level  |    4    |    8    |   0.1686777177375954  | 1.4223337513243806 |
|    cosine   | weighted |  level  |    4    |    9    |   0.1557876885329357  | 1.3687080806751528 |
|    cosine   | weighted |  level  |    4    |    10   |    0.20894656098659   | 1.3710001918481376 |
|     dice    | complete |   None  |    2    |    7    |   0.110972004817433   | 2.196198764749724  |
|     dice    | complete |   None  |    2    |    8    |  0.10111172766735145  | 2.279586327135451  |
|     dice    | complete |   None  |    2    |    9    |   0.0796394995948445  | 2.6403043732252764 |
|     dice    | complete |   None  |    2    |    10   |  0.06232204377706364  | 2.573351164612934  |
|     dice    | complete |   None  |    3    |    7    |   0.110972004817433   | 2.196198764749724  |
|     dice    | complete |   None  |    3    |    8    |  0.10111172766735145  | 2.279586327135451  |
|     dice    | complete |   None  |    3    |    9    |   0.0796394995948445  | 2.6403043732252764 |
|     dice    | complete |   None  |    3    |    10   |  0.06232204377706364  | 2.573351164612934  |
|     dice    | complete |   None  |    4    |    7    |   0.110972004817433   | 2.196198764749724  |
|     dice    | complete |   None  |    4    |    8    |  0.10111172766735145  | 2.279586327135451  |
|     dice    | complete |   None  |    4    |    9    |   0.0796394995948445  | 2.6403043732252764 |
|     dice    | complete |   None  |    4    |    10   |  0.06232204377706364  | 2.573351164612934  |
|     dice    | complete |  lastp  |    2    |    7    |   0.110972004817433   | 2.196198764749724  |
|     dice    | complete |  lastp  |    2    |    8    |  0.10111172766735145  | 2.279586327135451  |
|     dice    | complete |  lastp  |    2    |    9    |   0.0796394995948445  | 2.6403043732252764 |
|     dice    | complete |  lastp  |    2    |    10   |  0.06232204377706364  | 2.573351164612934  |
|     dice    | complete |  lastp  |    3    |    7    |   0.110972004817433   | 2.196198764749724  |
|     dice    | complete |  lastp  |    3    |    8    |  0.10111172766735145  | 2.279586327135451  |
|     dice    | complete |  lastp  |    3    |    9    |   0.0796394995948445  | 2.6403043732252764 |
|     dice    | complete |  lastp  |    3    |    10   |  0.06232204377706364  | 2.573351164612934  |
|     dice    | complete |  lastp  |    4    |    7    |   0.110972004817433   | 2.196198764749724  |
|     dice    | complete |  lastp  |    4    |    8    |  0.10111172766735145  | 2.279586327135451  |
|     dice    | complete |  lastp  |    4    |    9    |   0.0796394995948445  | 2.6403043732252764 |
|     dice    | complete |  lastp  |    4    |    10   |  0.06232204377706364  | 2.573351164612934  |
|     dice    | complete |  level  |    2    |    7    |   0.110972004817433   | 2.196198764749724  |
|     dice    | complete |  level  |    2    |    8    |  0.10111172766735145  | 2.279586327135451  |
|     dice    | complete |  level  |    2    |    9    |   0.0796394995948445  | 2.6403043732252764 |
|     dice    | complete |  level  |    2    |    10   |  0.06232204377706364  | 2.573351164612934  |
|     dice    | complete |  level  |    3    |    7    |   0.110972004817433   | 2.196198764749724  |
|     dice    | complete |  level  |    3    |    8    |  0.10111172766735145  | 2.279586327135451  |
|     dice    | complete |  level  |    3    |    9    |   0.0796394995948445  | 2.6403043732252764 |
|     dice    | complete |  level  |    3    |    10   |  0.06232204377706364  | 2.573351164612934  |
|     dice    | complete |  level  |    4    |    7    |   0.110972004817433   | 2.196198764749724  |
|     dice    | complete |  level  |    4    |    8    |  0.10111172766735145  | 2.279586327135451  |
|     dice    | complete |  level  |    4    |    9    |   0.0796394995948445  | 2.6403043732252764 |
|     dice    | complete |  level  |    4    |    10   |  0.06232204377706364  | 2.573351164612934  |
|     dice    |  single  |   None  |    2    |    7    |  0.20816126202572532  | 1.1627115038450309 |
|     dice    |  single  |   None  |    2    |    8    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |   None  |    2    |    9    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |   None  |    2    |    10   |  -0.1681905442348386  | 1.0225494593161704 |
|     dice    |  single  |   None  |    3    |    7    |  0.20816126202572532  | 1.1627115038450309 |
|     dice    |  single  |   None  |    3    |    8    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |   None  |    3    |    9    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |   None  |    3    |    10   |  -0.1681905442348386  | 1.0225494593161704 |
|     dice    |  single  |   None  |    4    |    7    |  0.20816126202572532  | 1.1627115038450309 |
|     dice    |  single  |   None  |    4    |    8    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |   None  |    4    |    9    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |   None  |    4    |    10   |  -0.1681905442348386  | 1.0225494593161704 |
|     dice    |  single  |  lastp  |    2    |    7    |  0.20816126202572532  | 1.1627115038450309 |
|     dice    |  single  |  lastp  |    2    |    8    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  lastp  |    2    |    9    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  lastp  |    2    |    10   |  -0.1681905442348386  | 1.0225494593161704 |
|     dice    |  single  |  lastp  |    3    |    7    |  0.20816126202572532  | 1.1627115038450309 |
|     dice    |  single  |  lastp  |    3    |    8    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  lastp  |    3    |    9    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  lastp  |    3    |    10   |  -0.1681905442348386  | 1.0225494593161704 |
|     dice    |  single  |  lastp  |    4    |    7    |  0.20816126202572532  | 1.1627115038450309 |
|     dice    |  single  |  lastp  |    4    |    8    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  lastp  |    4    |    9    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  lastp  |    4    |    10   |  -0.1681905442348386  | 1.0225494593161704 |
|     dice    |  single  |  level  |    2    |    7    |  0.20816126202572532  | 1.1627115038450309 |
|     dice    |  single  |  level  |    2    |    8    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  level  |    2    |    9    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  level  |    2    |    10   |  -0.1681905442348386  | 1.0225494593161704 |
|     dice    |  single  |  level  |    3    |    7    |  0.20816126202572532  | 1.1627115038450309 |
|     dice    |  single  |  level  |    3    |    8    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  level  |    3    |    9    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  level  |    3    |    10   |  -0.1681905442348386  | 1.0225494593161704 |
|     dice    |  single  |  level  |    4    |    7    |  0.20816126202572532  | 1.1627115038450309 |
|     dice    |  single  |  level  |    4    |    8    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  level  |    4    |    9    |   0.0385545545548622  | 0.9587559080822909 |
|     dice    |  single  |  level  |    4    |    10   |  -0.1681905442348386  | 1.0225494593161704 |
|     dice    | average  |   None  |    2    |    7    |  0.04193587573560532  | 1.5378373269237857 |
|     dice    | average  |   None  |    2    |    8    |  -0.03704350894395899 | 1.5064188647489893 |
|     dice    | average  |   None  |    2    |    9    |  -0.04534623317546342 | 1.3188150121593454 |
|     dice    | average  |   None  |    2    |    10   |  -0.19813584610025253 | 1.313789086506508  |
|     dice    | average  |   None  |    3    |    7    |  0.04193587573560532  | 1.5378373269237857 |
|     dice    | average  |   None  |    3    |    8    |  -0.03704350894395899 | 1.5064188647489893 |
|     dice    | average  |   None  |    3    |    9    |  -0.04534623317546342 | 1.3188150121593454 |
|     dice    | average  |   None  |    3    |    10   |  -0.19813584610025253 | 1.313789086506508  |
|     dice    | average  |   None  |    4    |    7    |  0.04193587573560532  | 1.5378373269237857 |
|     dice    | average  |   None  |    4    |    8    |  -0.03704350894395899 | 1.5064188647489893 |
|     dice    | average  |   None  |    4    |    9    |  -0.04534623317546342 | 1.3188150121593454 |
|     dice    | average  |   None  |    4    |    10   |  -0.19813584610025253 | 1.313789086506508  |
|     dice    | average  |  lastp  |    2    |    7    |  0.04193587573560532  | 1.5378373269237857 |
|     dice    | average  |  lastp  |    2    |    8    |  -0.03704350894395899 | 1.5064188647489893 |
|     dice    | average  |  lastp  |    2    |    9    |  -0.04534623317546342 | 1.3188150121593454 |
|     dice    | average  |  lastp  |    2    |    10   |  -0.19813584610025253 | 1.313789086506508  |
|     dice    | average  |  lastp  |    3    |    7    |  0.04193587573560532  | 1.5378373269237857 |
|     dice    | average  |  lastp  |    3    |    8    |  -0.03704350894395899 | 1.5064188647489893 |
|     dice    | average  |  lastp  |    3    |    9    |  -0.04534623317546342 | 1.3188150121593454 |
|     dice    | average  |  lastp  |    3    |    10   |  -0.19813584610025253 | 1.313789086506508  |
|     dice    | average  |  lastp  |    4    |    7    |  0.04193587573560532  | 1.5378373269237857 |
|     dice    | average  |  lastp  |    4    |    8    |  -0.03704350894395899 | 1.5064188647489893 |
|     dice    | average  |  lastp  |    4    |    9    |  -0.04534623317546342 | 1.3188150121593454 |
|     dice    | average  |  lastp  |    4    |    10   |  -0.19813584610025253 | 1.313789086506508  |
|     dice    | average  |  level  |    2    |    7    |  0.04193587573560532  | 1.5378373269237857 |
|     dice    | average  |  level  |    2    |    8    |  -0.03704350894395899 | 1.5064188647489893 |
|     dice    | average  |  level  |    2    |    9    |  -0.04534623317546342 | 1.3188150121593454 |
|     dice    | average  |  level  |    2    |    10   |  -0.19813584610025253 | 1.313789086506508  |
|     dice    | average  |  level  |    3    |    7    |  0.04193587573560532  | 1.5378373269237857 |
|     dice    | average  |  level  |    3    |    8    |  -0.03704350894395899 | 1.5064188647489893 |
|     dice    | average  |  level  |    3    |    9    |  -0.04534623317546342 | 1.3188150121593454 |
|     dice    | average  |  level  |    3    |    10   |  -0.19813584610025253 | 1.313789086506508  |
|     dice    | average  |  level  |    4    |    7    |  0.04193587573560532  | 1.5378373269237857 |
|     dice    | average  |  level  |    4    |    8    |  -0.03704350894395899 | 1.5064188647489893 |
|     dice    | average  |  level  |    4    |    9    |  -0.04534623317546342 | 1.3188150121593454 |
|     dice    | average  |  level  |    4    |    10   |  -0.19813584610025253 | 1.313789086506508  |
|     dice    | weighted |   None  |    2    |    7    |  0.13041461211849256  | 1.896482344615934  |
|     dice    | weighted |   None  |    2    |    8    |  0.013382848221356273 | 1.5834362980367254 |
|     dice    | weighted |   None  |    2    |    9    |  0.008087274221421983 | 1.6655602465891879 |
|     dice    | weighted |   None  |    2    |    10   | -0.048247809111751395 | 1.640327591879164  |
|     dice    | weighted |   None  |    3    |    7    |  0.13041461211849256  | 1.896482344615934  |
|     dice    | weighted |   None  |    3    |    8    |  0.013382848221356273 | 1.5834362980367254 |
|     dice    | weighted |   None  |    3    |    9    |  0.008087274221421983 | 1.6655602465891879 |
|     dice    | weighted |   None  |    3    |    10   | -0.048247809111751395 | 1.640327591879164  |
|     dice    | weighted |   None  |    4    |    7    |  0.13041461211849256  | 1.896482344615934  |
|     dice    | weighted |   None  |    4    |    8    |  0.013382848221356273 | 1.5834362980367254 |
|     dice    | weighted |   None  |    4    |    9    |  0.008087274221421983 | 1.6655602465891879 |
|     dice    | weighted |   None  |    4    |    10   | -0.048247809111751395 | 1.640327591879164  |
|     dice    | weighted |  lastp  |    2    |    7    |  0.13041461211849256  | 1.896482344615934  |
|     dice    | weighted |  lastp  |    2    |    8    |  0.013382848221356273 | 1.5834362980367254 |
|     dice    | weighted |  lastp  |    2    |    9    |  0.008087274221421983 | 1.6655602465891879 |
|     dice    | weighted |  lastp  |    2    |    10   | -0.048247809111751395 | 1.640327591879164  |
|     dice    | weighted |  lastp  |    3    |    7    |  0.13041461211849256  | 1.896482344615934  |
|     dice    | weighted |  lastp  |    3    |    8    |  0.013382848221356273 | 1.5834362980367254 |
|     dice    | weighted |  lastp  |    3    |    9    |  0.008087274221421983 | 1.6655602465891879 |
|     dice    | weighted |  lastp  |    3    |    10   | -0.048247809111751395 | 1.640327591879164  |
|     dice    | weighted |  lastp  |    4    |    7    |  0.13041461211849256  | 1.896482344615934  |
|     dice    | weighted |  lastp  |    4    |    8    |  0.013382848221356273 | 1.5834362980367254 |
|     dice    | weighted |  lastp  |    4    |    9    |  0.008087274221421983 | 1.6655602465891879 |
|     dice    | weighted |  lastp  |    4    |    10   | -0.048247809111751395 | 1.640327591879164  |
|     dice    | weighted |  level  |    2    |    7    |  0.13041461211849256  | 1.896482344615934  |
|     dice    | weighted |  level  |    2    |    8    |  0.013382848221356273 | 1.5834362980367254 |
|     dice    | weighted |  level  |    2    |    9    |  0.008087274221421983 | 1.6655602465891879 |
|     dice    | weighted |  level  |    2    |    10   | -0.048247809111751395 | 1.640327591879164  |
|     dice    | weighted |  level  |    3    |    7    |  0.13041461211849256  | 1.896482344615934  |
|     dice    | weighted |  level  |    3    |    8    |  0.013382848221356273 | 1.5834362980367254 |
|     dice    | weighted |  level  |    3    |    9    |  0.008087274221421983 | 1.6655602465891879 |
|     dice    | weighted |  level  |    3    |    10   | -0.048247809111751395 | 1.640327591879164  |
|     dice    | weighted |  level  |    4    |    7    |  0.13041461211849256  | 1.896482344615934  |
|     dice    | weighted |  level  |    4    |    8    |  0.013382848221356273 | 1.5834362980367254 |
|     dice    | weighted |  level  |    4    |    9    |  0.008087274221421983 | 1.6655602465891879 |
|     dice    | weighted |  level  |    4    |    10   | -0.048247809111751395 | 1.640327591879164  |
|  euclidean  | complete |   None  |    2    |    7    |   0.2465474099314469  | 1.7752054365980674 |
|  euclidean  | complete |   None  |    2    |    8    |  0.24348187424308168  | 1.6679384690713701 |
|  euclidean  | complete |   None  |    2    |    9    |  0.24479519403935077  | 1.6559318799922518 |
|  euclidean  | complete |   None  |    2    |    10   |  0.24374440664095182  | 1.6507501805014655 |
|  euclidean  | complete |   None  |    3    |    7    |   0.2465474099314469  | 1.7752054365980674 |
|  euclidean  | complete |   None  |    3    |    8    |  0.24348187424308168  | 1.6679384690713701 |
|  euclidean  | complete |   None  |    3    |    9    |  0.24479519403935077  | 1.6559318799922518 |
|  euclidean  | complete |   None  |    3    |    10   |  0.24374440664095182  | 1.6507501805014655 |
|  euclidean  | complete |   None  |    4    |    7    |   0.2465474099314469  | 1.7752054365980674 |
|  euclidean  | complete |   None  |    4    |    8    |  0.24348187424308168  | 1.6679384690713701 |
|  euclidean  | complete |   None  |    4    |    9    |  0.24479519403935077  | 1.6559318799922518 |
|  euclidean  | complete |   None  |    4    |    10   |  0.24374440664095182  | 1.6507501805014655 |
|  euclidean  | complete |  lastp  |    2    |    7    |   0.2465474099314469  | 1.7752054365980674 |
|  euclidean  | complete |  lastp  |    2    |    8    |  0.24348187424308168  | 1.6679384690713701 |
|  euclidean  | complete |  lastp  |    2    |    9    |  0.24479519403935077  | 1.6559318799922518 |
|  euclidean  | complete |  lastp  |    2    |    10   |  0.24374440664095182  | 1.6507501805014655 |
|  euclidean  | complete |  lastp  |    3    |    7    |   0.2465474099314469  | 1.7752054365980674 |
|  euclidean  | complete |  lastp  |    3    |    8    |  0.24348187424308168  | 1.6679384690713701 |
|  euclidean  | complete |  lastp  |    3    |    9    |  0.24479519403935077  | 1.6559318799922518 |
|  euclidean  | complete |  lastp  |    3    |    10   |  0.24374440664095182  | 1.6507501805014655 |
|  euclidean  | complete |  lastp  |    4    |    7    |   0.2465474099314469  | 1.7752054365980674 |
|  euclidean  | complete |  lastp  |    4    |    8    |  0.24348187424308168  | 1.6679384690713701 |
|  euclidean  | complete |  lastp  |    4    |    9    |  0.24479519403935077  | 1.6559318799922518 |
|  euclidean  | complete |  lastp  |    4    |    10   |  0.24374440664095182  | 1.6507501805014655 |
|  euclidean  | complete |  level  |    2    |    7    |   0.2465474099314469  | 1.7752054365980674 |
|  euclidean  | complete |  level  |    2    |    8    |  0.24348187424308168  | 1.6679384690713701 |
|  euclidean  | complete |  level  |    2    |    9    |  0.24479519403935077  | 1.6559318799922518 |
|  euclidean  | complete |  level  |    2    |    10   |  0.24374440664095182  | 1.6507501805014655 |
|  euclidean  | complete |  level  |    3    |    7    |   0.2465474099314469  | 1.7752054365980674 |
