,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_momentum,param_solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,mean_train_f1,std_train_f1
0,46.99380785226822,12.498933796857719,0.06100410223007202,0.07519890688728001,tanh,1e-05,8,[10],adaptive,0.01,0.0,adam,"{'activation': 'tanh', 'alpha': 1e-05, 'batch_size': 8, 'hidden_layer_sizes': [10], 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'momentum': 0.0, 'solver': 'adam'}",0.8132059079061685,0.81624674196351,0.8222511951325511,0.8265971316818774,0.8195752441710268,0.005198917896154103,1,0.8244495944380069,0.8243047508690614,0.8240405503258509,0.8218682114409848,0.8236657767684761,0.0010481357696159775,0.7449042618900555,0.744954128440367,0.7534246575342466,0.759119496855346,0.7506006361800037,0.006018259996046866,1,0.7544513457556936,0.7522596548890715,0.7542987362751191,0.7524834437086093,0.7533732951571234,0.0010063131474600745,0.9860997547015535,0.9950980392156863,0.9893704006541292,0.9869174161896974,0.9893714026902666,0.0035185258704951068,1,0.9929155313351499,0.9980921231943308,0.9920980926430518,0.9907356948228883,0.9934603604988552,0.0027852127944544484,0.8486980999296271,0.8520461699895068,0.8554259455638035,0.8581585495911839,0.8535821912685304,0.0035551439835476914,1,0.8574117647058823,0.857912615672953,0.8570083558903143,0.8553281580804516,0.8569152235874004,0.000970669176890211
