,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_fit_prior,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,mean_train_f1,std_train_f1,Feature_Selector,Chosen_columns
0,0.011790573596954346,0.0008291861827102472,0.019569337368011475,0.0015001495871310112,0.25,True,"{'alpha': 0.25, 'fit_prior': True}",0.8075586446568201,0.8071242397914856,0.7961755758365928,0.803129074315515,0.8034968836501034,0.004565973249453216,7,0.8015643105446119,0.8046060254924682,0.8053584359160029,0.8037653874004345,0.8038235398383793,0.0014208877925275258,0.7363636363636363,0.7357920193470375,0.7244047619047619,0.7313701923076923,0.731982652480782,0.004782881682346701,7,0.7299080367852859,0.7329317269076305,0.7337218649517685,0.7321034690194506,0.7321662744160338,0.0014238470025361525,0.9934587080948487,0.994281045751634,0.9950940310711366,0.9950940310711366,0.994481953997189,0.0006776195445625558,9,0.9948228882833787,0.9948214772417553,0.9948228882833787,0.9948228882833787,0.9948225355229727,6.109989458453839e-07,0.8458057779324748,0.8457261987491314,0.8384429900103342,0.8430897125043297,0.8432661697990675,0.0029914692192020195,6,0.8420202952029521,0.8440282113539139,0.8445523941707148,0.8434792653344115,0.8435200415154981,0.0009453690137121029,RFECV,"Index(['statuses_count', 'n_tweets', '2015_tweets', '2016_tweets',
       '2017_tweets', '2018_tweets', '2019_tweets', '2020_tweets',
       'mean_length', 'mean_special_chars', 'publication_date_in_secs_mean',
       'publication_date_in_secs_std', 'retweet_count_mean',
       'retweet_count_std', 'retweet_count_sum', 'reply_count_entropy',
       'favorite_count_std', 'favorite_count_sum', 'num_hashtags_mean',
       'num_hashtags_sum', 'num_urls_std', 'num_mentions_mean',
       'num_mentions_std', 'lang_discr'],
      dtype='object')"
1,0.011536717414855957,0.0010053111636226723,0.019569873809814453,0.002806319889497758,0.25,False,"{'alpha': 0.25, 'fit_prior': False}",0.8201563857515204,0.8136403127715031,0.8070404172099087,0.8109517601043025,0.8129472189593087,0.00477819599376081,1,0.8111239860950173,0.8131517960602549,0.8150615496017378,0.814047791455467,0.8133462808031192,0.0014500588205083726,0.7498455836936381,0.7452190006169032,0.7367781155015197,0.741421568627451,0.743316067109878,0.004811176531860726,1,0.7413300693594451,0.7433012886070771,0.7451341938127433,0.7441670077773229,0.743483139889147,0.0014020018671316021,0.9926410466067048,0.9869281045751634,0.9910057236304171,0.9893704006541292,0.9899863188666036,0.002110615748032729,16,0.9901907356948229,0.9904606159716544,0.991008174386921,0.9907356948228883,0.9905988052190715,0.00030493396167905986,0.8543279380717804,0.8492091388400704,0.8451882845188283,0.8476357267950964,0.8490902720564439,0.0033462099180071154,1,0.8478768082127858,0.8492638466931526,0.8506607414337505,0.8499298737727908,0.8494328175281199,0.001025253402927974,RFECV,"Index(['statuses_count', 'n_tweets', '2015_tweets', '2016_tweets',
       '2017_tweets', '2018_tweets', '2019_tweets', '2020_tweets',
       'mean_length', 'mean_special_chars', 'publication_date_in_secs_mean',
       'publication_date_in_secs_std', 'retweet_count_mean',
       'retweet_count_std', 'retweet_count_sum', 'reply_count_entropy',
       'favorite_count_std', 'favorite_count_sum', 'num_hashtags_mean',
       'num_hashtags_sum', 'num_urls_std', 'num_mentions_mean',
       'num_mentions_std', 'lang_discr'],
      dtype='object')"
2,0.015813469886779785,0.003859403363525212,0.02733898162841797,0.011019605769116285,0.5,True,"{'alpha': 0.5, 'fit_prior': True}",0.8062554300608167,0.8049522154648132,0.7948717948717948,0.8026944806605824,0.8021934802645018,0.004414978324971464,8,0.8008400926998841,0.8027230590961761,0.8041998551774077,0.8018826937002173,0.8024114251684213,0.001229251834869415,0.73502722323049,0.733574442435202,0.7231134878193701,0.730930930930931,0.7306615211039983,0.004598637131252529,8,0.7290876422439608,0.7310234328059283,0.7325441412520064,0.7302,0.7307138040754739,0.001260396868129571,0.9934587080948487,0.994281045751634,0.9950940310711366,0.9950940310711366,0.994481953997189,0.0006776195445625558,9,0.9950953678474115,0.9948214772417553,0.9948228882833787,0.9948228882833787,0.9948906554139809,0.00011819218237012438,0.8449235048678719,0.8442594519597642,0.8375774260151412,0.842797783933518,0.8423895416940739,0.002882735367727796,8,0.8415716096324463,0.842761486954514,0.8437716662814883,0.8422145328719723,0.8425798239351052,0.0008067563560554354,RFECV,"Index(['statuses_count', 'n_tweets', '2015_tweets', '2016_tweets',
       '2017_tweets', '2018_tweets', '2019_tweets', '2020_tweets',
       'mean_length', 'mean_special_chars', 'publication_date_in_secs_mean',
       'publication_date_in_secs_std', 'retweet_count_mean',
       'retweet_count_std', 'retweet_count_sum', 'reply_count_entropy',
       'favorite_count_std', 'favorite_count_sum', 'num_hashtags_mean',
       'num_hashtags_sum', 'num_urls_std', 'num_mentions_mean',
       'num_mentions_std', 'lang_discr'],
      dtype='object')"
3,0.01203840970993042,0.0005036706154291111,0.017430245876312256,0.0004163446985701959,0.5,False,"{'alpha': 0.5, 'fit_prior': False}",0.8188531711555169,0.8136403127715031,0.8057366362451108,0.8109517601043025,0.8122954700691083,0.0047338119690478065,2,0.8099652375434531,0.8125724217844728,0.814047791455467,0.8127443881245474,0.8123324597269851,0.001480993804738469,0.7484586929716399,0.744916820702403,0.7354368932038835,0.741126070991432,0.7424846194673396,0.00482496778560817,2,0.740122199592668,0.7426936439811976,0.7440671031096563,0.7427987742594484,0.7424204302357427,0.0014327583181951609,0.9926410466067048,0.9877450980392157,0.9910057236304171,0.9901880621422731,0.9903949826046526,0.0017665299593948715,14,0.9901907356948229,0.9904606159716544,0.991008174386921,0.9907356948228883,0.9905988052190715,0.00030493396167905986,0.853427065026362,0.8493150684931507,0.8443051201671892,0.8477423871193559,0.8486974102015145,0.0032770191241629806,2,0.8470862470862471,0.8488670871291755,0.8499649450806263,0.8490367775831874,0.8487387642198091,0.001041586663937578,RFECV,"Index(['statuses_count', 'n_tweets', '2015_tweets', '2016_tweets',
       '2017_tweets', '2018_tweets', '2019_tweets', '2020_tweets',
       'mean_length', 'mean_special_chars', 'publication_date_in_secs_mean',
       'publication_date_in_secs_std', 'retweet_count_mean',
       'retweet_count_std', 'retweet_count_sum', 'reply_count_entropy',
       'favorite_count_std', 'favorite_count_sum', 'num_hashtags_mean',
       'num_hashtags_sum', 'num_urls_std', 'num_mentions_mean',
       'num_mentions_std', 'lang_discr'],
      dtype='object')"
4,0.014670491218566895,0.006998196485616905,0.02008676528930664,0.00303350372779549,0.75,True,"{'alpha': 0.75, 'fit_prior': True}",0.8045178105994787,0.8036490008688097,0.7935680139069969,0.8000869187309865,0.8004554360265679,0.0043091220690105,9,0.7996813441483198,0.8015643105446119,0.8026068066618393,0.8010137581462708,0.8012165548752604,0.0010549564594159889,0.7329716696805304,0.7322503008423586,0.7218268090154211,0.7283064033512866,0.7288387957223992,0.004420701685054238,9,0.7279250548136337,0.7298540291941612,0.730930930930931,0.7292332268370607,0.7294858104439466,0.0010867054437533367,0.9942763695829926,0.994281045751634,0.9950940310711366,0.9950940310711366,0.9946863693692249,0.0004076650543333866,7,0.9950953678474115,0.9948214772417553,0.9948228882833787,0.9950953678474115,0.9949587753049891,0.00013659345344919896,0.8438584316446911,0.8433818433818435,0.8367136473014782,0.8410504492052523,0.8412510928833162,0.002826967606695834,9,0.8407965926096467,0.8419838523644753,0.8427005193306405,0.8416685872320812,0.8417873878842108,0.0006834098699736126,RFECV,"Index(['statuses_count', 'n_tweets', '2015_tweets', '2016_tweets',
       '2017_tweets', '2018_tweets', '2019_tweets', '2020_tweets',
       'mean_length', 'mean_special_chars', 'publication_date_in_secs_mean',
       'publication_date_in_secs_std', 'retweet_count_mean',
       'retweet_count_std', 'retweet_count_sum', 'reply_count_entropy',
       'favorite_count_std', 'favorite_count_sum', 'num_hashtags_mean',
       'num_hashtags_sum', 'num_urls_std', 'num_mentions_mean',
       'num_mentions_std', 'lang_discr'],
      dtype='object')"
5,0.019186019897460938,0.008216473563278473,0.02973639965057373,0.004844765811413979,0.75,False,"{'alpha': 0.75, 'fit_prior': False}",0.817984361424848,0.812771503040834,0.8048674489352455,0.8087787918296393,0.8111005263076417,0.004858524819334946,3,0.8093858632676709,0.8121378910776361,0.8134685010861694,0.8123099203475742,0.8118255439447626,0.0014986269720722012,0.7475369458128078,0.744,0.7345454545454545,0.7388651616839537,0.741236890510554,0.004942820140468322,3,0.7394222945484134,0.7421396488362597,0.743359215365754,0.7422448979591837,0.7417915141774027,0.001448934372273813,0.9926410466067048,0.9877450980392157,0.9910057236304171,0.9901880621422731,0.9903949826046526,0.0017665299593948715,14,0.9904632152588556,0.9907331698010357,0.9912806539509537,0.991008174386921,0.9908713033494414,0.00030492554941014444,0.8528275377590446,0.8487188487188487,0.8437173686042463,0.846261355695318,0.8478812776943643,0.003358917237826383,3,0.8467272303750291,0.8486051126415315,0.8496029892573564,0.8487747957993,0.8484275320183042,0.0010517666578549855,RFECV,"Index(['statuses_count', 'n_tweets', '2015_tweets', '2016_tweets',
       '2017_tweets', '2018_tweets', '2019_tweets', '2020_tweets',
       'mean_length', 'mean_special_chars', 'publication_date_in_secs_mean',
       'publication_date_in_secs_std', 'retweet_count_mean',
       'retweet_count_std', 'retweet_count_sum', 'reply_count_entropy',
       'favorite_count_std', 'favorite_count_sum', 'num_hashtags_mean',
       'num_hashtags_sum', 'num_urls_std', 'num_mentions_mean',
       'num_mentions_std', 'lang_discr'],
      dtype='object')"
6,0.01388472318649292,0.0031402598592913376,0.02146512269973755,0.00475698643840574,1,True,"{'alpha': 1, 'fit_prior': True}",0.8036490008688097,0.8027801911381407,0.7926988265971316,0.7992177314211213,0.7995864375063009,0.004309281017427527,10,0.7985225955967555,0.7999710312862109,0.8013034033309197,0.8,0.7999492575534715,0.0009838856662029373,0.7320891029500302,0.7313701923076923,0.7209715639810427,0.7274357441721458,0.7279666508527278,0.004409983219245924,10,0.7266759498706983,0.7282521947326417,0.7296163069544365,0.7282153539381855,0.7281899513739905,0.0010405780028191443,0.9942763695829926,0.994281045751634,0.9950940310711366,0.9950940310711366,0.9946863693692249,0.0004076650543333866,7,0.9953678474114441,0.9948214772417553,0.9948228882833787,0.9950953678474115,0.9950268951959973,0.00022624780304509215,0.8432732316227461,0.842797783933518,0.8361387839230505,0.8404696132596685,0.8406698531847459,0.00282295736971399,10,0.8400597907324365,0.8409169450524134,0.8418261471062948,0.8409902130109385,0.8409482739755207,0.0006250608152594587,RFECV,"Index(['statuses_count', 'n_tweets', '2015_tweets', '2016_tweets',
       '2017_tweets', '2018_tweets', '2019_tweets', '2020_tweets',
       'mean_length', 'mean_special_chars', 'publication_date_in_secs_mean',
       'publication_date_in_secs_std', 'retweet_count_mean',
       'retweet_count_std', 'retweet_count_sum', 'reply_count_entropy',
       'favorite_count_std', 'favorite_count_sum', 'num_hashtags_mean',
       'num_hashtags_sum', 'num_urls_std', 'num_mentions_mean',
       'num_mentions_std', 'lang_discr'],
      dtype='object')"
7,0.01260983943939209,0.0019769115258824344,0.02524036169052124,0.006954125018259757,1,False,"{'alpha': 1, 'fit_prior': False}",0.8175499565595135,0.8119026933101651,0.8048674489352455,0.8087787918296393,0.8107747226586409,0.00463831151712315,4,0.8088064889918888,0.8118482039397451,0.8130340333091962,0.8114409847936278,0.8112824277586145,0.0015446389385460663,0.7470769230769231,0.7430854333128457,0.7342615012106537,0.7388651616839537,0.7408222548210941,0.004772749557654131,4,0.7388211382113821,0.7417380660954712,0.7429038186644885,0.7413371381981247,0.7412000402923666,0.0014891527333346785,0.9926410466067048,0.9877450980392157,0.9918233851185609,0.9901880621422731,0.9905993979766886,0.0018696723612472792,13,0.9904632152588556,0.9910057236304171,0.9912806539509537,0.991008174386921,0.9909394418067867,0.0002967890243915119,0.8525280898876405,0.8481234654507189,0.8438260869565217,0.846261355695318,0.8476847494975497,0.0031845621497944643,4,0.8463329452852153,0.848442422121106,0.8493054744951559,0.8481809701492538,0.8480654530126828,0.001083361230185524,RFECV,"Index(['statuses_count', 'n_tweets', '2015_tweets', '2016_tweets',
       '2017_tweets', '2018_tweets', '2019_tweets', '2020_tweets',
       'mean_length', 'mean_special_chars', 'publication_date_in_secs_mean',
       'publication_date_in_secs_std', 'retweet_count_mean',
       'retweet_count_std', 'retweet_count_sum', 'reply_count_entropy',
       'favorite_count_std', 'favorite_count_sum', 'num_hashtags_mean',
       'num_hashtags_sum', 'num_urls_std', 'num_mentions_mean',
       'num_mentions_std', 'lang_discr'],
      dtype='object')"
8,0.012933552265167236,0.0019036148030505714,0.020943164825439453,0.003352265526890622,2,True,"{'alpha': 2, 'fit_prior': True}",0.8014769765421372,0.8014769765421372,0.7896566710126032,0.7970447631464581,0.7974138468108339,0.004830322078877549,11,0.7963499420625724,0.7970741599073001,0.7991310644460535,0.7978276611151339,0.797595706882765,0.0010289639021738423,0.7298919567827131,0.7297783103654883,0.7177371832645846,0.7252681764004768,0.7256689067033156,0.004944546792070699,11,0.7242472266244057,0.7252681764004768,0.7274357441721458,0.7258641239570918,0.72570381778853,0.0011550658319262196,0.9942763695829926,0.9950980392156863,0.9959116925592805,0.9950940310711366,0.995095033107274,0.0005781765879263383,6,0.9961852861035423,0.9950940310711366,0.9948228882833787,0.9956403269754769,0.9954356331083836,0.0005234566278111209,0.8418137763932158,0.8420324922226062,0.8342465753424658,0.839021027231989,0.8392784677975692,0.0031384174966610314,11,0.8387244780913055,0.839021027231989,0.8403728852572218,0.8396139705882353,0.8394330902921878,0.0006300514809563395,RFECV,"Index(['statuses_count', 'n_tweets', '2015_tweets', '2016_tweets',
       '2017_tweets', '2018_tweets', '2019_tweets', '2020_tweets',
       'mean_length', 'mean_special_chars', 'publication_date_in_secs_mean',
       'publication_date_in_secs_std', 'retweet_count_mean',
       'retweet_count_std', 'retweet_count_sum', 'reply_count_entropy',
       'favorite_count_std', 'favorite_count_sum', 'num_hashtags_mean',
       'num_hashtags_sum', 'num_urls_std', 'num_mentions_mean',
       'num_mentions_std', 'lang_discr'],
      dtype='object')"
9,0.013421416282653809,0.003922404004959714,0.018077611923217773,0.0007255972257976333,2,False,"{'alpha': 2, 'fit_prior': False}",0.81624674196351,0.8114682884448305,0.803129074315515,0.8070404172099087,0.809471130483441,0.004899683518015202,5,0.8075028968713789,0.8101100811123986,0.811151339608979,0.8105720492396814,0.8098340917081094,0.0013955610761292514,0.745398773006135,0.7426289926289926,0.7322074788902292,0.7367781155015197,0.739253340006719,0.005121822737087254,5,0.7370872999797448,0.7395367736692402,0.7409368635437882,0.7401382675884506,0.7394248011953058,0.0014380382998649076,0.9934587080948487,0.9877450980392157,0.9926410466067048,0.9910057236304171,0.9912126440927966,0.0021881401323103887,12,0.9915531335149864,0.9920959389479422,0.9912806539509537,0.9918256130790191,0.9916888348732253,0.0003039196148514014,0.8517350157728706,0.8478260869565218,0.8427629295383547,0.8451882845188283,0.8468780791966439,0.0033271013803898653,5,0.8455907981875218,0.8473984402281458,0.848018648018648,0.8476944573823941,0.8471755859541774,0.0009409034881878596,RFECV,"Index(['statuses_count', 'n_tweets', '2015_tweets', '2016_tweets',
       '2017_tweets', '2018_tweets', '2019_tweets', '2020_tweets',
       'mean_length', 'mean_special_chars', 'publication_date_in_secs_mean',
       'publication_date_in_secs_std', 'retweet_count_mean',
       'retweet_count_std', 'retweet_count_sum', 'reply_count_entropy',
       'favorite_count_std', 'favorite_count_sum', 'num_hashtags_mean',
       'num_hashtags_sum', 'num_urls_std', 'num_mentions_mean',
       'num_mentions_std', 'lang_discr'],
      dtype='object')"
